#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution conditionOnRhoSampling="true" id="FBD.t:tree" spec="beast.evolution.speciation.SABirthDeathModel">
#            <parameter id="originFBD.t:tree" lower="0.0" name="origin" spec="beast.core.parameter.RealParameter">100.0</parameter>
#            <parameter id="diversificationRateFBD.t:tree" lower="0.0" name="diversificationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="turnoverFBD.t:tree" lower="0.0" name="turnover" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="samplingProportionFBD.t:tree" lower="0.0" name="samplingProportion" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="rFBD.t:tree" lower="0.0" name="removalProbability" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <parameter estimate="false" id="rhoFBD.t:tree" lower="0.0" name="rho" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <trait id="dateTrait.t:tree" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#Liangzhu=5.3,
#Meifu_Li=0,
#Qi_Li=0,
#Ha_Li=0,
#Run_Li=0,
#Tai_Yuan=0,
#Tai_Xam_Nuea=0,
#Tai_Isan=0,
#Tai_Mai_Chau=0,
#Tai_Lu_Nà_Tăm=0,
#Tai_Trang_Quan_Son=0,
#Tai_Trang_Ky_Son=0,
#Buyi_Xingyi=0,
#Zhuang_Jingxi=0,
#Dai_Huayao=0,
#Dai_Yuxi_Yuanjiang=0,
#Dai_Jinghong=0,
#Tai_Phake=0,
#Dai_Tengchong=0,
#Zhuang_Napo=0,
#Zhuang_Longzhou=0,
#Nung_An=0,
#Dong_Tongdao=0,
#Miao_Zhaoxing=0,
#Maonan_Hechi=0,
#Zhuang_Binyang=0,
#Buyi_Libo=0,
#Tay_Ban_Rang=0,
#Tay_Lung_Noi=0  
#                                <taxa id="TaxonSet.kd-looms_1111" spec="beast.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.kd-looms_1111"/>
#            </tree>
#        </distribution>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="diversificationRatePriorFBD.t:tree" name="distribution" x="@diversificationRateFBD.t:tree">
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:kd-looms_1111" name="distribution">
#            <parameter id="gammaShape.s:kd-looms_1111" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="originPriorFBD.t:tree" name="distribution" x="@originFBD.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="samplingProportionPriorFBD.t:tree" name="distribution" x="@samplingProportionFBD.t:tree">
#            <Uniform id="Uniform.6" name="distr"/>
#        </prior>
#        <prior id="turnoverPriorFBD.t:tree" name="distribution" x="@turnoverFBD.t:tree">
#            <Uniform id="Uniform.5" name="distr"/>
#        </prior>
#        <distribution id="LZ.prior" spec="beast.math.distributions.MRCAPrior" tipsonly="true" tree="@Tree.t:tree">
#            <taxonset id="LZ" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Liangzhu" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.8" lower="4.3" name="distr" upper="5.3"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.kd-looms_1111" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree">
#            <data ascertained="true" data="@kd-looms_1111" excludeto="1" filter="::" id="bin.kd-looms_1111" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:kd-looms_1111" shape="@gammaShape.s:kd-looms_1111" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:kd-looms_1111" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:kd-looms_1111" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:kd-looms_1111" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:kd-looms_1111" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:kd-looms_1111" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:kd-looms_1111" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.kd-looms_1111	TreeHeight.t:tree	mutationRate.s:kd-looms_1111	gammaShape.s:kd-looms_1111	freqParameter.s:kd-looms_1111.1	freqParameter.s:kd-looms_1111.2	clockRate.c:clock	FBD.t:tree	diversificationRateFBD.t:tree	turnoverFBD.t:tree	samplingProportionFBD.t:tree	originFBD.t:tree	SACountFBD.t:tree	logP(mrca(LZ.prior))	height(Liangzhu)
8430000	-2009.6268489350857	-1962.4700932814396	-47.15675565364618	-1962.4700932814396	23.021935019322743	1.0	1.7570095516404902	0.7433857487325101	0.25661425126749027	0.06609898574461395	-45.399746102005686	0.16029761648079854	0.7107166213775702	0.025103240384515366	24.34687773229522	0	0.0	4.730066061891299
8440000	-2007.1612986785385	-1959.4210190311974	-47.740279647341126	-1959.4210190311974	24.580081766898026	1.0	1.5955820571923984	0.7824656399057921	0.21753436009420965	0.05576048214982085	-46.14469759014873	0.14056253188133974	0.7146129029534075	0.03617721511667185	25.322566536945608	0	0.0	4.790172238962716
8450000	-2002.0614929162275	-1960.12871953862	-41.932773377607475	-1960.12871953862	16.17801205258502	1.0	1.5955820571923984	0.7753701123259341	0.2246298876740676	0.06972546385410627	-40.33719132041508	0.2214466552968508	0.5696795477751307	0.059228191203665105	18.08952542856286	1	0.0	4.521495767448245
8460000	-2003.942408475856	-1969.6259376102596	-34.31647086559642	-1969.6259376102596	12.240885243578752	1.0	1.2534824084985687	0.7804737153705691	0.21952628462943277	0.09840251691624707	-33.06298845709785	0.4323875082469202	0.2548649966429974	0.1810930834615477	12.262855192583231	1	0.0	4.8852011839777
8470000	-1994.7025836501614	-1954.4861823140334	-40.2164013361281	-1954.4861823140334	23.41127413936278	1.0	1.6247082795274759	0.769851399267967	0.23014860073203486	0.0882976814612226	-38.591693056600626	0.0328241806931205	0.9399122031568308	0.0049941240215034925	46.061319715616484	1	0.0	4.328637910482227
8480000	-2000.6828684610941	-1963.9133817539723	-36.769486707121764	-1963.9133817539723	17.001128236298257	1.0	1.3328561112606097	0.7712459021884057	0.22875409781159456	0.07722487299255631	-35.43663059586115	0.014828333017955888	0.988834152817338	0.004982567034110012	19.193601903902792	0	0.0	4.407775673817094
8490000	-2007.8069837475998	-1971.1635260904122	-36.64345765718761	-1971.1635260904122	19.516171298969162	1.0	1.3328561112606097	0.7814330227986781	0.21856697720132204	0.11352439229948214	-35.310601545927	0.03744516804529988	0.958905573365133	0.0015490935786069133	41.18622750156056	0	0.0	4.507945087505195
8500000	-2030.606406948736	-1956.9220215943167	-73.68438535441945	-1956.9220215943167	109.63755417885717	1.0	1.4043162578621118	0.7722325529224913	0.22776744707750882	0.02969941176917323	-72.28006909655734	0.027404407736008683	0.8964242451370737	0.0014904054708300002	138.9703585626126	0	0.0	4.4443053874327685
8510000	-2019.5327368636747	-1966.4320739344591	-53.10066292921563	-1966.4320739344591	35.83644804653002	1.0	1.9396426509017353	0.7604093287718252	0.23959067122817485	0.04843745192241482	-51.16102027831389	0.06662350202977463	0.8478592199353149	0.005542785937996823	38.53963658413153	0	0.0	5.0162140277191805
8520000	-2029.681218110994	-1965.548790203828	-64.13242790716595	-1965.548790203828	38.4859936255389	1.0	1.5872175294700626	0.7715312071687995	0.22846879283120242	0.035313531423459416	-62.54521037769588	0.027238963757284157	0.8871746013467015	0.023624717802777275	47.62575249516387	0	0.0	4.519857807667087
8530000	-2036.2555737918265	-1956.5487162450684	-79.70685754675802	-1956.5487162450684	54.82122356942519	1.0	1.6692354486423668	0.7660301268881342	0.23396987311186776	0.023004386901844386	-78.03762209811565	0.035353175479767886	0.6793030461624986	0.09514158664152464	64.96708657973261	0	0.0	4.742501741945875
8540000	-2015.206836274235	-1969.9827553305295	-45.22408094370561	-1969.9827553305295	21.009998990271008	1.0	1.4655423369048464	0.7731065354134367	0.2268934645865653	0.07687915541413523	-43.75853860680076	0.19000972184822768	0.7038648601032023	0.07594636010502301	21.701021024370334	1	0.0	4.768550880034313
8550000	-2008.705478655755	-1965.3964622038377	-43.30901645191742	-1965.3964622038377	16.11519981685196	1.0	1.5839536780746053	0.7567348335261274	0.24326516647387456	0.06529942032674554	-41.725062773842815	0.29137579005656894	0.45695192622098546	0.025059607629664884	19.090930767382147	1	0.0	4.780545821140323
8560000	-2014.8192532293376	-1970.4289387616875	-44.39031446765003	-1970.4289387616875	17.694035281522947	1.0	1.4050582129038836	0.7494034033941923	0.25059659660580785	0.07200627771792174	-42.98525625474615	0.13793325972947604	0.6284081656124306	0.020687272637032496	18.0373580255964	1	0.0	4.3591751367779965
8570000	-2011.1214234751658	-1968.471474103123	-42.649949372042784	-1968.471474103123	13.89953378599975	1.0	2.995371642881424	0.7410901432378364	0.25890985676216377	0.05908505145322949	-39.65457772916136	0.4182796561563299	0.05606547268611805	0.3631902334030287	14.066353235281799	1	0.0	4.310247092007898
8580000	-2018.0109445814064	-1970.9000835410181	-47.110861040388166	-1970.9000835410181	21.280121583634703	1.0	2.5066644507632043	0.7735266241894405	0.2264733758105596	0.057001338603303336	-44.60419658962496	0.24076044265292673	0.4962793862552064	0.03388833577317236	21.325442752583474	1	0.0	4.371792396793303
8590000	-2001.8068395859577	-1965.2924217710497	-36.51441781490794	-1965.2924217710497	14.065284857509019	1.0	1.3073687151111644	0.764375324521478	0.23562467547852167	0.10255166868445721	-35.20704909979677	0.2775945002071672	0.5077396235471091	0.08468245399708225	16.95429807642466	0	0.0	4.815654833091974
8600000	-2015.6975261737766	-1963.0577763171782	-52.63974985659843	-1963.0577763171782	29.510014043144285	1.0	1.87760494448307	0.7625174865951012	0.23748251340489848	0.05942222046398268	-50.76214491211536	0.24297804861546252	0.18454496337577303	0.02429464860353392	31.15715730705402	1	0.0	4.406186899224889
8610000	-2008.3841089204307	-1960.3293199428658	-48.05478897756473	-1960.3293199428658	27.749068672773415	1.0	1.7161771330082924	0.7694241085891357	0.23057589141086396	0.06270011422375492	-46.33861184455644	0.15941691972727745	0.6341900257614363	0.05658547133590306	31.21726643912919	1	0.0	4.537884621178282
8620000	-2024.0997217013826	-1958.871745482729	-65.22797621865351	-1958.871745482729	56.70443863321843	1.0	1.3602507454702673	0.7612096664595375	0.23879033354046209	0.03866713988532773	-63.86772547318324	0.07862174076074331	0.6785880894003159	0.01697214221927917	57.459466205213324	0	0.0	5.298537889365999
8630000	-2010.2010109346545	-1964.0899375702543	-46.11107336440031	-1964.0899375702543	14.32998824486736	1.0	1.437520053319136	0.7676602463294222	0.23233975367057805	0.0711069280581158	-44.67355331108118	0.4627923491918651	0.08879883984185288	0.5522505560117655	19.129222159780277	1	0.0	4.482908693267238
8640000	-1999.7708982438146	-1958.8587140390164	-40.912184204798194	-1958.8587140390164	24.866531189493447	1.0	1.367043566880497	0.7724850677889676	0.22751493221103264	0.09454200260257023	-39.5451406379177	0.07691778621743417	0.8428385893153991	0.006940165703924737	37.455943616237214	1	0.0	4.3980182277526945
8650000	-1998.5196532028024	-1963.7039391376716	-34.815714065130706	-1963.7039391376716	12.4831543721837	1.0	1.799009726072917	0.756622161666147	0.24337783833385335	0.09177628588805972	-33.01670433905779	0.2384184632301513	0.47845084435368523	0.019821726906759013	19.08506175558026	1	0.0	4.326623852757921
8660000	-2002.013644942171	-1962.5295691625931	-39.48407577957787	-1962.5295691625931	15.759264327469156	1.0	1.4459114280719212	0.7601296419224547	0.23987035807754492	0.08105572998301808	-38.03816435150595	0.16494896530851055	0.6915020228776032	0.01257819335202849	17.553244221519638	1	0.0	4.61797650463173
8670000	-2003.0093447953689	-1959.5150154485248	-43.49432934684401	-1959.5150154485248	18.9407267104631	1.0	1.457913425058943	0.7564123851650917	0.24358761483491018	0.06953026528330691	-42.03641592178507	0.16482216876573677	0.5609202746610429	0.014862130888315941	22.583780722732453	1	0.0	4.393733921072481
8680000	-2017.5188778054653	-1968.0179636595265	-49.500914145938964	-1968.0179636595265	45.996914653637134	1.0	1.3164582295819416	0.7974353648296338	0.202564635170368	0.07018364191279913	-48.184455916357024	0.047179824878372946	0.9062942026650774	0.005048796971613989	48.28021179558922	1	0.0	4.403058319157929
8690000	-2012.7503234330914	-1967.7562352951168	-44.99408813797463	-1967.7562352951168	43.33285467044503	1.0	1.176383506146479	0.7991890289234919	0.20081097107651003	0.08122129461220766	-43.81770463182815	0.01926651079429535	0.9661561018406155	0.003058581317223627	48.84836733618552	0	0.0	4.357038492856519
8700000	-2005.4985348712923	-1967.9690118955698	-37.529522975722465	-1967.9690118955698	13.498531020619001	1.0	1.6806969681458672	0.7384021644004034	0.26159783559959693	0.0814378971171056	-35.8488260075766	0.3548602741257805	0.396050817412502	0.10439346453964149	16.266356196343693	1	0.0	4.428790744076569
8710000	-2018.7181299146891	-1959.9104110289443	-58.80771888574487	-1959.9104110289443	38.26901026232096	1.0	1.2400417174750609	0.7577099790103705	0.24229002098962982	0.05069772530734578	-57.56767716826981	0.05976673267074875	0.7727016140051995	0.025436430347755692	66.33831906138313	0	0.0	4.342088886896526
8720000	-2023.6046006107351	-1973.6855121401366	-49.919088470598645	-1973.6855121401366	19.17831038569156	1.0	2.213732433849344	0.7447820322084221	0.25521796779157746	0.05280578299928426	-47.7053560367493	0.1845318719409423	0.5629655376861957	0.09586931970486685	20.693711345359212	0	0.0	4.33141502371045
8730000	-2011.4454950817064	-1965.6289427303575	-45.81655235134903	-1965.6289427303575	16.629774082847998	1.0	1.7262361866612117	0.7611401064093435	0.2388598935906561	0.05688287701126199	-44.09031616468782	0.22325618638952058	0.5474498740976524	0.04075080129544255	20.38069448979201	1	0.0	4.744012738404195
8740000	-2014.6185989089954	-1960.755506148855	-53.86309276014046	-1960.755506148855	19.631854484738877	1.0	1.9432251147109902	0.7668110288992687	0.2331889711007315	0.0436507738031259	-51.91986764542947	0.0875798815285328	0.6590191142498794	0.09585803833625278	19.680377929930273	0	0.0	4.926759032211607
8750000	-1996.6821999543872	-1964.8216060420425	-31.860593912344623	-1964.8216060420425	12.949994330461546	1.0	1.8969952190194435	0.7716582886867975	0.22834171131320208	0.11402733516009823	-29.963598693325178	0.49535199654581996	0.08053662534898794	0.2759602744169796	15.129186804880227	1	0.0	4.331063846722547
8760000	-2009.0565773423032	-1964.4720076696408	-44.58456967266249	-1964.4720076696408	20.374189914236165	1.0	1.2545736064575783	0.7821092001393841	0.21789079986061544	0.06609023445963075	-43.32999606620491	0.0824068104606627	0.8086590524009009	0.008669807141072135	25.116914492496065	0	0.0	5.100226073341708
8770000	-2017.4360284197032	-1962.2716946933508	-55.164333726352396	-1962.2716946933508	32.0973333636603	1.0	1.292275822198671	0.7951014112419614	0.20489858875803807	0.04728072878574817	-53.87205790415373	0.08265957658270567	0.6966633362742359	0.05837917301740107	37.19072938793815	0	0.0	5.288811154056614
8780000	-2008.1721071670017	-1961.4992478250635	-46.67285934193816	-1961.4992478250635	19.65603220819256	1.0	1.1914165085713524	0.7635183027540854	0.23648169724591417	0.06373483454414888	-45.481442833366806	0.3314338916205941	0.1356940920775472	0.20724737002280683	22.8512604903926	1	0.0	4.771342930134175
8790000	-2020.6124645648943	-1970.382453599101	-50.230010965793284	-1970.382453599101	20.220516740764207	1.0	1.268922653950279	0.7766848102498082	0.2233151897501914	0.05968990733678624	-48.96108831184301	0.21413988023433028	0.138728827259369	0.14437611919684082	27.278075779658842	1	0.0	4.637520194988174
8800000	-2022.9875987889725	-1975.2397459622362	-47.747852826736356	-1975.2397459622362	16.889988686335364	1.0	1.6269047238616037	0.7712732913438833	0.22872670865611627	0.04840397918223581	-46.12094810287475	0.19986335853438747	0.37162316959881675	0.061682584852086476	22.881594258301988	1	0.0	4.819863858245103
8810000	-2018.7763798972703	-1966.8011091188214	-51.975270778448916	-1966.8011091188214	17.649069434111553	1.0	1.737087677096878	0.7661145265702216	0.23388547342977858	0.04963006095917723	-50.238183101352035	0.15089447429763392	0.4428614540538566	0.1008172761497924	33.15460020073742	1	0.0	5.039645770201738
8820000	-2016.7044824072739	-1962.5064926391926	-54.197989768081186	-1962.5064926391926	28.41595016998738	1.0	1.737087677096878	0.7790559325091757	0.2209440674908245	0.05078365254767239	-52.460902090984305	0.1697504310433604	0.4728645222137068	0.06965248061303783	39.1929460593761	0	0.0	4.841376554100076
8830000	-2021.125901354173	-1968.0128103571917	-53.11309099698131	-1968.0128103571917	30.545734608905057	1.0	1.3339088438977562	0.7704914711676544	0.2295085288323451	0.053368252456382985	-51.77918215308356	0.10781190160128477	0.6668839158681997	0.019086003725525543	37.668366132257546	1	0.0	4.5117168157206615
8840000	-2008.1894249231098	-1969.786037461274	-38.40338746183573	-1969.786037461274	13.350036199302233	1.0	1.5220119213209373	0.7654607041543524	0.23453929584564778	0.08329102407612857	-36.88137554051479	0.3258494302932161	0.500097670340248	0.010684157906156129	21.748396330128983	1	0.0	4.599982447975936
8850000	-2008.4707993302743	-1961.0782338253205	-47.392565504953936	-1961.0782338253205	34.03519903804133	1.0	1.5220119213209373	0.7654607041543524	0.23453929584564778	0.06072240087649263	-45.870553583633	0.01868024031198768	0.9651808324658343	0.010126687940387142	39.91228699157117	0	0.0	4.469577419124005
8860000	-2016.704142120918	-1960.9975571401646	-55.70658498075342	-1960.9975571401646	43.92850239128509	1.0	1.7917094476458053	0.7561748749216881	0.24382512507831208	0.060074905550206226	-53.91487553310761	0.10102290411464249	0.7900872946805845	0.0026109714667648296	57.62475210834125	0	0.0	5.2800900749105715
8870000	-2004.8324601278855	-1962.924503470508	-41.90795665737759	-1962.924503470508	19.259887414166265	1.0	1.4755039790224687	0.7624287595528064	0.2375712404471928	0.08447202348320101	-40.43245267835512	0.1276336029824857	0.6482817267164769	0.031578806435802666	22.513535652513518	1	0.0	4.944150320914929
8880000	-2012.34568320923	-1954.2711450937363	-58.07453811549353	-1954.2711450937363	33.79944754762251	1.0	1.5078958317618834	0.7789405094590967	0.22105949054090349	0.0476477932316591	-56.566642283731646	0.13462924649437197	0.561032781825529	0.046915480904462736	35.15754561667635	0	0.0	4.7313423143708215
8890000	-1996.3356090351688	-1955.751527574086	-40.58408146108282	-1955.751527574086	22.44084859272895	1.0	1.5078958317618834	0.7705616865712531	0.229438313428747	0.08731778449782682	-39.07618562932093	0.07978234642548035	0.8589319924171128	0.0062300893316916935	29.903861415174035	0	0.0	4.322226104219713
8900000	-2005.5844682621264	-1958.6874507102161	-46.89701755191017	-1958.6874507102161	29.413951374556472	1.0	1.399216103337391	0.7640109088977142	0.23598909110228508	0.06910115251387818	-45.49780144857277	0.08772919121193233	0.8186603644294846	0.0054405765247899	37.65320209560609	1	0.0	4.3314585412422915
8910000	-2013.1445601611438	-1971.6536915469674	-41.49086861417636	-1971.6536915469674	18.578541448010196	1.0	1.0744338491864245	0.7459057731707035	0.2540942268292957	0.07982488653741716	-40.41643476498993	0.18683494829088118	0.6071013696897154	0.05826026184042721	24.501793578952697	1	0.0	4.325324769010352
8920000	-2007.1533243650626	-1968.4284362406938	-38.7248881243688	-1968.4284362406938	16.805836896612924	1.0	1.2999756054304668	0.7626289417038031	0.23737105829619612	0.0747833104407197	-37.424912518938335	0.2897428668706404	0.4422702626408868	0.04323324614247622	17.81148292775789	1	0.0	4.517966872885174
8930000	-2012.943251337784	-1961.5289399368176	-51.414311400966376	-1961.5289399368176	26.58937260457301	1.0	1.5299786081737965	0.7802815414486391	0.2197184585513601	0.051638929505461166	-49.88433279279258	0.13246807522579268	0.5614959534142112	0.06678459023557094	28.20384764169633	1	0.0	5.086339502454725
8940000	-2018.0865378923459	-1968.7307535415907	-49.355784350755016	-1968.7307535415907	18.972974377160455	1.0	1.57189832165803	0.7757237147242677	0.22427628527573157	0.046052415246294956	-47.78388602909698	0.061524831124280706	0.8577827459577505	0.014780682360402718	28.234799496322253	0	0.0	5.244188836274139
8950000	-2016.2706122001453	-1971.8618468018858	-44.408765398259405	-1971.8618468018858	14.945309785859962	1.0	1.2627167554836742	0.7493888271013591	0.2506111728986409	0.05679136546329307	-43.14604864277573	0.2332624209330102	0.4204004809489035	0.06301851509256427	20.767004142572443	1	0.0	4.389293037304219
8960000	-2025.1817993832728	-1964.2281942604468	-60.95360512282607	-1964.2281942604468	30.458221275126174	1.0	1.6717343177647441	0.760468938641559	0.23953106135844113	0.0392417556910612	-59.281870805061324	0.17196199916719743	0.4171550336543589	0.006894624389607495	31.64904538731272	0	0.0	4.711697513154569
8970000	-2008.8861709377377	-1961.7791609779756	-47.10700995976199	-1961.7791609779756	21.05918170682168	1.0	1.9946903527416286	0.7519552286256618	0.24804477137433836	0.07503604909017553	-45.11231960702036	0.25573080489209915	0.3041383416193658	0.023143485843338724	27.714817428924974	1	0.0	4.525409196355055
8980000	-2020.7799187286614	-1965.1550311884328	-55.62488754022859	-1965.1550311884328	26.321046847732944	1.0	1.4727726838430886	0.7804509694161	0.21954903058390013	0.05547368597994921	-54.1521148563855	0.2594272915192912	0.29100066599728225	0.03857185489187368	30.95031282688409	0	0.0	4.509080418969908
8990000	-2011.6847095267922	-1968.0717801214541	-43.6129294053381	-1968.0717801214541	14.94407369294093	1.0	2.2981330784218303	0.7687151439306913	0.23128485606930793	0.058318009536176246	-41.31479632691627	0.24333302841582763	0.5177154478642865	0.0842567920037144	15.337447199119401	0	0.0	5.162069373186276
9000000	-2004.0355446503868	-1961.588804480511	-42.44674016987583	-1961.588804480511	15.2957071878587	1.0	1.3295143953411162	0.7808209114705211	0.219179088529479	0.06782153469953586	-41.11722577453472	0.3440031274419303	0.19151673438021882	0.30372877933377457	16.876787192395707	1	0.0	4.678652918409693
9010000	-2010.308784184149	-1966.8784912061699	-43.430292977979114	-1966.8784912061699	13.563052915055557	1.0	1.4040108954043335	0.7701399270749985	0.2298600729250016	0.06562277847247606	-42.02628208257478	0.2586985070052148	0.2925135020303123	0.039926887605066325	18.3420193166145	0	0.0	4.717418784177435
9020000	-2007.0041384066285	-1966.2414649872862	-40.76267341934233	-1966.2414649872862	16.259577419177504	1.0	1.559401825639918	0.7735509933794913	0.22644900662050868	0.07496930834533533	-39.20327159370241	0.34953108290701523	0.22012602128011335	0.07301204050291288	17.408133928700735	1	0.0	4.411603933919589
9030000	-2022.662647116638	-1971.3746376260253	-51.28800949061273	-1971.3746376260253	27.454155550834308	1.0	1.667911418737925	0.7875607363004632	0.21243926369953672	0.05696460894412596	-49.62009807187481	0.25625749137318643	0.11421868890512085	0.10609278374114949	28.948315995778735	1	0.0	4.339022269516811
9040000	-2014.1881252365647	-1970.7600623313338	-43.428062905230874	-1970.7600623313338	21.700853812667056	1.0	1.211291704064092	0.7588179043667352	0.2411820956332647	0.08647804571697916	-42.21677120116678	0.1234159310675209	0.8676204182108843	0.0048768379361955475	27.08182077239975	0	0.0	4.563307885128449
9050000	-2010.2098691450574	-1969.170495852705	-41.03937329235226	-1969.170495852705	17.287060655232995	1.0	2.240406555454786	0.7784027164100986	0.22159728358990133	0.06895888993329977	-38.798966736897476	0.2819205826978394	0.36647327718431255	0.032920641346287416	18.829049585454953	1	0.0	4.338788541508158
9060000	-2018.5445130874546	-1972.8450495574384	-45.699463530016175	-1972.8450495574384	17.350762170335077	1.0	1.9538222338562792	0.7510377820799947	0.24896221792000425	0.05275531988172888	-43.745641296159896	0.11332044529467158	0.7345756712070247	0.016352045362437458	18.721863495134883	1	0.0	4.3018574387339275
9070000	-2028.1814992854336	-1967.7678629618936	-60.41363632353994	-1967.7678629618936	31.82393638363664	1.0	1.6006647130917941	0.7517733330360759	0.24822666696392404	0.04871598244703025	-58.812971610448145	0.22851959996123503	0.06856339883226573	0.14550011635247184	32.946162271689545	0	0.0	4.991057341877879
9080000	-2002.4412242844103	-1957.3118016109536	-45.129422673456794	-1957.3118016109536	16.891533646404444	1.0	1.2557564064601332	0.7816196262732341	0.21838037372676503	0.07282867613972129	-43.87366626699666	0.21704448356973233	0.6083629794664959	0.03594269654427443	31.09728604755157	1	0.0	4.3070499314047295
9090000	-2011.4583980800521	-1966.2289532627474	-45.229444817304845	-1966.2289532627474	17.92914116182333	1.0	2.236428035852488	0.7456730953466462	0.25432690465335367	0.06233153563909996	-42.993016781452354	0.304445921391587	0.08828542895658291	0.2272123487126059	22.229158393271614	1	0.0	5.217182348567906
9100000	-2016.2479175902124	-1958.9638483646543	-57.284069225558056	-1958.9638483646543	27.02633940724781	1.0	2.434707457076396	0.7590872673568236	0.24091273264317556	0.0384695248827399	-54.849361768481664	0.02262683872049009	0.9461590921740515	0.020277714629801193	28.422918731673153	0	0.0	4.619950218432354
9110000	-2024.676414888207	-1977.9378652917658	-46.738549596441224	-1977.9378652917658	15.04040978648759	1.0	1.4660679862500767	0.7506959832543306	0.24930401674566907	0.06444135980715726	-45.27248161019115	0.2534993830520847	0.1612398662749922	0.10311151845105766	17.006380220161596	1	0.0	4.3747915346824655
9120000	-2004.597788053989	-1965.5376172626554	-39.0601707913335	-1965.5376172626554	14.771483187550329	1.0	1.3943513219354244	0.7852367232730318	0.21476327672696782	0.08771291645171542	-37.66581946939807	0.39418243242860096	0.021812662360105012	0.415487428319751	16.27688119574936	1	0.0	4.47503449268784
9130000	-2005.6466345473332	-1967.962329785797	-37.684304761536275	-1967.962329785797	19.24188769061855	1.0	1.1818781969209138	0.781427192634551	0.21857280736544876	0.0806007560030383	-36.50242656461536	0.04339495288789262	0.962876487071889	0.007290510455183005	30.375782040260994	0	0.0	4.99345749964704
9140000	-2005.0359630357411	-1966.7256499530006	-38.31031308274057	-1966.7256499530006	12.85057213572227	1.0	1.2199868348284573	0.7645532642322295	0.2354467357677702	0.07782661240735969	-37.09032624791212	0.5079853881334757	0.2141895432023384	0.12910013187464384	13.448059882442086	1	0.0	4.716045498305075
9150000	-1985.7759790796276	-1959.6476928278148	-26.128286251812728	-1959.6476928278148	14.685524626245593	1.0	1.2199868348284573	0.7764701670365439	0.22352983296345585	0.14247440996873362	-24.90829941698427	0.16040713855715746	0.8373429199314282	0.005587380953439573	16.515799631395904	0	0.0	4.3016553620483435
