#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution conditionOnRhoSampling="true" id="FBD.t:tree" spec="beast.evolution.speciation.SABirthDeathModel">
#            <parameter id="originFBD.t:tree" lower="0.0" name="origin" spec="beast.core.parameter.RealParameter">100.0</parameter>
#            <parameter id="diversificationRateFBD.t:tree" lower="0.0" name="diversificationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="turnoverFBD.t:tree" lower="0.0" name="turnover" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="samplingProportionFBD.t:tree" lower="0.0" name="samplingProportion" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="rFBD.t:tree" lower="0.0" name="removalProbability" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <parameter estimate="false" id="rhoFBD.t:tree" lower="0.0" name="rho" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <trait id="dateTrait.t:tree" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#Liangzhu=5.3,
#Meifu_Li=0,
#Qi_Li=0,
#Ha_Li=0,
#Run_Li=0,
#Tai_Yuan=0,
#Tai_Xam_Nuea=0,
#Tai_Isan=0,
#Tai_Mai_Chau=0,
#Tai_Lu_Nà_Tăm=0,
#Tai_Trang_Quan_Son=0,
#Tai_Trang_Ky_Son=0,
#Buyi_Xingyi=0,
#Zhuang_Jingxi=0,
#Dai_Huayao=0,
#Dai_Yuxi_Yuanjiang=0,
#Dai_Jinghong=0,
#Tai_Phake=0,
#Dai_Tengchong=0,
#Zhuang_Napo=0,
#Zhuang_Longzhou=0,
#Nung_An=0,
#Dong_Tongdao=0,
#Miao_Zhaoxing=0,
#Maonan_Hechi=0,
#Zhuang_Binyang=0,
#Buyi_Libo=0,
#Tay_Ban_Rang=0,
#Tay_Lung_Noi=0  
#                                <taxa id="TaxonSet.kd-looms_1111" spec="beast.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.kd-looms_1111"/>
#            </tree>
#        </distribution>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="diversificationRatePriorFBD.t:tree" name="distribution" x="@diversificationRateFBD.t:tree">
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:kd-looms_1111" name="distribution">
#            <parameter id="gammaShape.s:kd-looms_1111" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="originPriorFBD.t:tree" name="distribution" x="@originFBD.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="samplingProportionPriorFBD.t:tree" name="distribution" x="@samplingProportionFBD.t:tree">
#            <Uniform id="Uniform.6" name="distr"/>
#        </prior>
#        <prior id="turnoverPriorFBD.t:tree" name="distribution" x="@turnoverFBD.t:tree">
#            <Uniform id="Uniform.5" name="distr"/>
#        </prior>
#        <distribution id="LZ.prior" spec="beast.math.distributions.MRCAPrior" tipsonly="true" tree="@Tree.t:tree">
#            <taxonset id="LZ" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Liangzhu" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.8" lower="4.3" name="distr" upper="5.3"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.kd-looms_1111" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree">
#            <data ascertained="true" data="@kd-looms_1111" excludeto="1" filter="::" id="bin.kd-looms_1111" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:kd-looms_1111" shape="@gammaShape.s:kd-looms_1111" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:kd-looms_1111" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:kd-looms_1111" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:kd-looms_1111" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:kd-looms_1111" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:kd-looms_1111" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:kd-looms_1111" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.kd-looms_1111	TreeHeight.t:tree	mutationRate.s:kd-looms_1111	gammaShape.s:kd-looms_1111	freqParameter.s:kd-looms_1111.1	freqParameter.s:kd-looms_1111.2	clockRate.c:clock	FBD.t:tree	diversificationRateFBD.t:tree	turnoverFBD.t:tree	samplingProportionFBD.t:tree	originFBD.t:tree	SACountFBD.t:tree	logP(mrca(LZ.prior))	height(Liangzhu)
64540000	-2013.1483112526148	-1957.8877383457054	-55.260572906909275	-1957.8877383457054	32.79573962700981	1.0	1.7196897001937403	0.7841449634526183	0.2158550365473744	0.05345684499258397	-53.540883206715534	0.06265530293535895	0.8364915788674196	0.06307728571536404	35.95447807488968	0	0.0	4.330964806096517
64550000	-2015.977148735723	-1971.1994168294216	-44.77773190630129	-1971.1994168294216	15.753533712786789	1.0	1.5726982877587596	0.7917908381877268	0.20820916181227508	0.0779035845744374	-43.20503361854253	0.3922454532453986	0.29319693819721787	0.21540952533260346	21.54165370011242	1	0.0	4.310098166778799
64560000	-2017.1646259537013	-1961.1541616108263	-56.01046434287498	-1961.1541616108263	24.184654232997772	1.0	1.354992356142613	0.7410981106070447	0.2589018893929573	0.045960449066933806	-54.65547198673237	0.21247707926632078	0.002918874248768746	0.5500227579749805	32.05566136381594	1	0.0	4.469485584949325
64570000	-2026.3911227595884	-1973.4430776939373	-52.948045065651016	-1973.4430776939373	21.452572673340658	1.0	1.6546978458723653	0.7534613279611924	0.24653867203880955	0.04789956800529465	-51.29334721977865	0.17564776779040261	0.6479657438804658	0.01991787225345794	22.674844793103414	1	0.0	4.353724120968876
64580000	-2017.0383354088353	-1967.2319652215228	-49.80637018731238	-1967.2319652215228	23.108867215645937	1.0	1.2039123664256348	0.7535411323349533	0.24645886766505337	0.05743723510584355	-48.60245782088675	0.2424063334742551	0.30023463047791066	0.0479143152447004	23.368250837972994	1	0.0	4.690474025908526
64590000	-2016.2839303025814	-1972.9829852953803	-43.300945007201165	-1972.9829852953803	15.28801123186538	1.0	1.9687652215867941	0.737379310651928	0.2626206893480708	0.07327540527843523	-41.33217978561437	0.39952331281520476	0.26109562417913207	0.04643560992867223	16.498339836788233	1	0.0	4.856035737274661
64600000	-2020.9501986626462	-1969.2673290369746	-51.68286962567172	-1969.2673290369746	18.876814223005212	1.0	1.5756095718118335	0.7464093907613197	0.25359060923867904	0.04980368122517059	-50.10726005385989	0.07977940037698913	0.7745109920830217	0.005795861076382048	21.019306955278196	0	0.0	4.967913148982381
64610000	-2027.4357937086281	-1963.452330603234	-63.98346310539405	-1963.452330603234	27.59269319692601	1.0	1.572377000689754	0.745777030305989	0.25422296969400976	0.033728319860195255	-62.411086104704296	0.14115020250124058	0.525225560730656	0.04753390359437248	35.306703681162865	0	0.0	5.275007526930077
64620000	-2010.8466472907448	-1968.4484507989991	-42.39819649174566	-1968.4484507989991	23.273829087343163	1.0	1.4314352672894268	0.7770147355725375	0.2229852644274644	0.08960070901150398	-40.96676122445623	0.16961549730619824	0.7188739393115334	0.06802309256243265	29.710509046812263	0	0.0	4.569056249213434
64630000	-2005.948102620641	-1961.676261070407	-44.271841550234086	-1961.676261070407	15.847561349050885	1.0	1.3870224349436646	0.7893948403019954	0.21060515969800658	0.06973676970131436	-42.88481911529042	0.4475020305773699	0.07297309917078909	0.5139428646045511	17.23993814214988	1	0.0	4.895180489926091
64640000	-2022.3715949453215	-1964.7983856196392	-57.573209325682285	-1964.7983856196392	37.28473736319267	1.0	1.2860973384342482	0.7879546144655021	0.2120453855344966	0.048679275940252204	-56.28711198724804	0.08090968521340394	0.7560985228294119	0.017539746545482054	49.459810160225494	0	0.0	5.161011734806314
64650000	-2001.3931396939975	-1959.90918143729	-41.48395825670741	-1959.90918143729	19.52158907337519	1.0	1.2577752679031373	0.7474649668042453	0.2525350331957534	0.07566794912295535	-40.226182988804275	0.3254086398270572	0.5031246965229027	0.03344841133587264	19.956734490845275	1	0.0	4.389839686505944
64660000	-2010.0692050123582	-1961.4488439152094	-48.62036109714874	-1961.4488439152094	24.116490128446117	1.0	1.3098078191905622	0.7825823989852838	0.2174176010147148	0.06181685501497399	-47.31055327795818	0.15031599041387986	0.691390427565089	0.030254118482686148	30.00437606800976	0	0.0	4.519362917687908
64670000	-2016.909937716218	-1959.9234057421115	-56.98653197410649	-1959.9234057421115	37.187997246596055	1.0	1.3098078191905622	0.7719941444091006	0.228005855590898	0.06171365802749245	-55.67672415491593	0.13986595634829335	0.5979518948175402	0.012183666405367931	71.55121302525099	1	0.0	4.6848805701792315
64680000	-2016.1461232503916	-1961.9000123291457	-54.24611092124581	-1961.9000123291457	24.35249226328056	1.0	1.3098078191905622	0.7810814394868913	0.2189185605131073	0.04611926186219013	-52.93630310205525	0.12025026971589416	0.538044124262263	0.013671035593885793	32.13713680963631	0	0.0	4.527086020647484
64690000	-2005.8398468809337	-1967.5275469957319	-38.31229988520183	-1967.5275469957319	13.654866905078512	1.0	1.3098078191905622	0.7810814394868913	0.2189185605131073	0.0814786271846452	-37.00249206601127	0.31155287211269955	0.4173547359207119	0.07866465824913142	14.149357351558532	1	0.0	4.359964407984358
64700000	-2018.7435119060058	-1958.6539850645925	-60.08952684141324	-1958.6539850645925	38.625867087405744	1.0	1.655585672056329	0.7990309928754623	0.20096900712453056	0.0350266101960116	-58.43394116935691	0.03418515769646958	0.9028372091127904	0.003261000855861325	52.03878272742325	0	0.0	5.27935386475712
64710000	-2013.7648108397022	-1967.9207830440841	-45.84402779561801	-1967.9207830440841	19.887763322586608	1.0	1.6058522296337772	0.7675161823998208	0.23248381760018122	0.07008513686617317	-44.238175565984236	0.26603552332652197	0.44469537751692534	0.058249605558827126	21.572654720051936	0	0.0	4.396284373497278
64720000	-2011.231359664144	-1970.6204052124285	-40.6109544517156	-1970.6204052124285	14.055042604994473	1.0	1.6165908458687817	0.7975317472342662	0.20246825276573252	0.07701294968117575	-38.994363605846814	0.4394636813168552	0.01282931818979799	0.43127768589688914	19.128822989057426	1	0.0	4.350565750589638
64730000	-2001.1975684025024	-1957.9880871249586	-43.209481277543766	-1957.9880871249586	18.402096859551573	1.0	1.6655428267211907	0.7617884343341036	0.23821156566590312	0.08246352770158814	-41.54393845082257	0.13386828620016863	0.6291174655139334	0.01578264428672289	32.233691235417595	0	0.0	4.464121734083095
64740000	-2009.248838418951	-1966.0186968244673	-43.23014159448363	-1966.0186968244673	16.083977118453664	1.0	1.9300600288186818	0.7753511850233994	0.22464881497660277	0.06449010526868489	-41.30008156566495	0.13308737808401291	0.7805913109041136	0.0075997992097459445	16.963615310804403	1	0.0	4.69365093392448
64750000	-2001.5744049853522	-1962.939389783213	-38.63501520213922	-1962.939389783213	17.907087593344134	1.0	1.734285798929997	0.7855765242675731	0.21442347573242587	0.07112234974003087	-36.900729403209226	0.19489178049998523	0.7142701228068927	0.016735646851373888	18.010251060318918	0	0.0	4.395311258508677
64760000	-2003.7664573754369	-1959.6710294415675	-44.09542793386938	-1959.6710294415675	26.19647324565184	1.0	1.1468900304476977	0.776542859986087	0.22345714001390593	0.06268095302584016	-42.94853790342168	0.09699690630046658	0.8649139298105564	0.004360417253506242	37.230616282976236	0	0.0	5.0196088924683355
64770000	-2005.8314481108512	-1958.6337179806642	-47.197730130186926	-1958.6337179806642	24.14421351266328	1.0	1.7319459813753304	0.7791691300454524	0.22083086995454052	0.06486231018732123	-45.46578414881159	0.14293071977888475	0.8344695878729755	0.01198521606594804	25.86938459360101	0	0.0	4.745730493740126
64780000	-2001.3047533420565	-1970.7889240871657	-30.515829254890775	-1970.7889240871657	19.143480589787394	1.0	1.4671059251876029	0.7972480525998248	0.2027519474001819	0.1251003792079721	-29.048723329703172	0.13212650840342136	0.9198912642310907	0.0042644947786244685	21.017888161342906	0	0.0	4.677499127085383
64790000	-2015.1684525573178	-1973.6300955452195	-41.53835701209821	-1973.6300955452195	12.857041556940848	1.0	1.849860682878831	0.7466662452040773	0.2533337547959293	0.07059733173297028	-39.688496329219376	0.23992533082391487	0.556361211484837	0.0288670185935622	16.717878941009126	0	0.0	4.300136641732195
64800000	-2010.985571505935	-1960.8243946439668	-50.16117686196818	-1960.8243946439668	28.91993854997914	1.0	1.6072697857863902	0.7742319744553191	0.22576802554467387	0.061337573957189716	-48.55390707618179	0.11540302773245814	0.8151031129508257	0.01624968300008326	32.123730873645854	0	0.0	4.77421222103809
64810000	-1990.4973492130255	-1967.6186787723998	-22.8786704406257	-1967.6186787723998	7.8560142471816174	1.0	1.95848301205924	0.7570504136464511	0.2429495863535555	0.14773251283700364	-20.92018742856646	0.5631733405545704	0.4792412807256994	0.038130128594401035	9.031624697189217	1	0.0	4.36109145742028
64820000	-2021.6682825972036	-1959.297664852315	-62.3706177448888	-1959.297664852315	48.44092789432242	1.0	1.5663200718072061	0.7613158221712133	0.23868417782878884	0.03832613047704646	-60.80429767308159	0.038346613970598575	0.9156038654805605	0.013288959176065067	50.98249051341616	0	0.0	5.0626742155094835
64830000	-2014.4076690540355	-1968.129381176318	-46.27828787771752	-1968.129381176318	22.32025085488604	1.0	1.3257247484029608	0.7702888026783984	0.22971119732159462	0.0671015889890852	-44.952563129314555	0.10988517409646585	0.8049969373417118	0.028066401551378704	25.45841683503867	0	0.0	4.5987102566158375
64840000	-2006.6929975247765	-1962.7246676664936	-43.96832985828288	-1962.7246676664936	16.305200193598306	1.0	1.3126659547371937	0.7678807357740033	0.23211926422599882	0.06910623495279096	-42.65566390354569	0.16459425612337072	0.4649320134735848	0.06615316139362805	20.583860227708506	1	0.0	4.74837475779197
64850000	-2010.4864317132894	-1962.2383750655417	-48.24805664774763	-1962.2383750655417	25.630314131853567	1.0	1.2574612829302596	0.7469706062117273	0.2530293937882748	0.07493882466106308	-46.99059536481737	0.12301611541131449	0.6947381867461522	0.053924742135371316	25.675308739773005	0	0.0	4.559727244024615
64860000	-2036.5795156206234	-1968.2988134264635	-68.28070219415986	-1968.2988134264635	34.06018825021838	1.0	1.8381177186904663	0.7920239942160638	0.20797600578393827	0.025124423760795146	-66.44258447546939	0.07849934799984565	0.7121830142900363	0.019317199380064445	41.03067063055149	0	0.0	4.927423354894959
64870000	-2006.83738589731	-1961.8077946498622	-45.02959124744778	-1961.8077946498622	19.001702027181032	1.0	1.404602664220943	0.7680559030058798	0.23194409699412236	0.07515575588988205	-43.62498858322684	0.3464723413210541	0.5795189740323551	0.009957741734668592	25.273516685364783	1	0.0	4.647531438650814
64880000	-2003.2482550242567	-1968.849277574797	-34.398977449459515	-1968.849277574797	13.840790258721489	1.0	1.231060687644936	0.7740305377635147	0.22596946223648418	0.10068481030927658	-33.16791676181458	0.17902081542842857	0.7808524257844243	0.00947921620477651	16.437366792065617	0	0.0	4.862585428488028
64890000	-2042.9180217440226	-1963.2089673309736	-79.70905441304899	-1963.2089673309736	74.10159797299903	1.0	1.4268217775357814	0.7712657082081796	0.22873429179181334	0.02194214533287673	-78.28223263551321	0.059276912178823235	0.6972007057552998	0.024399725893500916	75.44413149641574	0	0.0	4.712712817513431
64900000	-2004.8771938393588	-1958.1490812272336	-46.72811261212519	-1958.1490812272336	26.729482174894432	1.0	1.682824609609194	0.7695127060130691	0.23048729398692386	0.07249803172604075	-45.045288002515996	0.19765513456508793	0.4575111165943764	0.06804847620573726	27.567395982831297	1	0.0	4.448758709234749
64910000	-2017.5032506366758	-1965.594004076417	-51.90924656025899	-1965.594004076417	31.34449173338881	1.0	1.8513916042409753	0.7643034015763731	0.23569659842361995	0.05080600735610588	-50.05785495601802	0.021675054113653704	0.9503802065286753	0.009086636084984641	34.03244869984357	0	0.0	4.850000506627815
64920000	-2004.7448762098686	-1964.3157583690015	-40.42911784086706	-1964.3157583690015	18.098734110311767	1.0	1.7300994835153973	0.7389420563356414	0.2610579436643607	0.08339911771602816	-38.69901835735166	0.08454732452483835	0.8956845456193633	2.5132733489146257E-4	22.343535096763922	0	0.0	4.314583705947287
64930000	-2012.1381033152234	-1961.9535375772082	-50.18456573801528	-1961.9535375772082	16.910527008523555	1.0	1.9961305976989263	0.769409978530419	0.23059002146958765	0.05552377724612266	-48.18843514031635	0.13124670783262662	0.6363152993227499	0.059199505476936455	22.491328797623623	0	0.0	5.07995884390836
64940000	-2007.7893258680233	-1967.0924872360279	-40.69683863199548	-1967.0924872360279	13.065805422768918	1.0	1.6899905481399091	0.7412501081165118	0.25874989188348135	0.062315368487120215	-39.00684808385557	0.4370651915346693	0.12544989742517498	0.3166672449867492	14.00411621473094	1	0.0	4.607398427417162
64950000	-2002.118823685961	-1966.7368240658996	-35.381999620061464	-1966.7368240658996	15.301168834200197	1.0	1.523188750012235	0.7796575871087155	0.22034241289128684	0.08333083662986729	-33.858810870049226	0.38044012418424344	0.3941313072768324	0.07122984429895175	16.51123048449532	1	0.0	4.309799092267768
64960000	-2020.722909236489	-1970.8668446017878	-49.856064634701276	-1970.8668446017878	20.38590464778431	1.0	1.5700103978219113	0.7639837039615546	0.23601629603844768	0.052779640184460304	-48.286054236879366	0.23450291218834804	0.15430001719939138	0.24158283825668175	21.563010770773502	1	0.0	4.309799092267768
64970000	-2004.2092730375612	-1965.5168580634113	-38.69241497414977	-1965.5168580634113	16.29873639858569	1.0	2.1467414782186864	0.7596745766223892	0.24032542337760393	0.07800786853209377	-36.545673495931084	0.15460436091289265	0.7656504494331371	0.014064569622250153	17.79920278994558	0	0.0	4.830230775496013
64980000	-2006.0203683137988	-1964.6977188309259	-41.322649482872976	-1964.6977188309259	15.390302358558412	1.0	2.0612149489322107	0.753781184788688	0.2462188152113051	0.07169083252772489	-39.261434533940765	0.2136997925203869	0.6208076915158224	0.055677363186314305	15.648244555828393	1	0.0	5.090260188652017
64990000	-2037.5567181161496	-1972.6689369507633	-64.88778116538624	-1972.6689369507633	35.63845172837152	1.0	1.7794714955159399	0.7470010031186448	0.25299899688136196	0.04406648635891017	-63.1083096698703	0.07843146208883142	0.5886591020239973	0.05082124688935661	69.22991655813043	0	0.0	4.884801111894141
65000000	-2044.1855363381505	-1973.2055344046917	-70.9800019334589	-1973.2055344046917	42.05716145080259	1.0	1.111121032858256	0.7954266159056459	0.20457338409435288	0.03163351751547844	-69.86888090060064	0.08670913748537797	0.41677736732861465	0.2183398599569529	43.86249970089149	0	0.0	5.190964702998422
65010000	-2003.668116693698	-1958.1335779841513	-45.53453870954666	-1958.1335779841513	19.41878862773131	1.0	1.3379914234142396	0.7783810937742667	0.22161890622572653	0.07062752859706273	-44.19654728613242	0.07757937130438221	0.7882704606030586	0.023319080522583382	32.881516097963136	1	0.0	4.301437165410177
65020000	-2011.6613081874705	-1966.635074871308	-45.026233316162525	-1966.635074871308	16.491171828887403	1.0	2.7375361070427777	0.7369425341947734	0.2630574658052255	0.07210629669434572	-42.288697209119746	0.11676945336354773	0.7390468030036066	0.003802505955199693	34.71123230101937	0	0.0	4.873437484106619
65030000	-2007.656958445309	-1970.601673976944	-37.05528446836493	-1970.601673976944	14.059102528368214	1.0	1.944375322634134	0.7635166127643028	0.23648338723569606	0.09495766602249527	-35.110909145730794	0.38710800029132786	0.2938521213271214	0.025439216695417967	14.6703226324181	1	0.0	4.489135759494285
65040000	-2021.112883568483	-1970.4968036297973	-50.61607993868579	-1970.4968036297973	20.034620193258057	1.0	1.5134273037311663	0.7644031866292459	0.23559681337075644	0.06612688067904461	-49.10265263495463	0.047497073673292846	0.8873782997782983	0.013965418547301565	56.44043356092924	0	0.0	4.886728144449438
65050000	-2018.8433038774526	-1967.0173036271772	-51.826000250275484	-1967.0173036271772	22.67939429186261	1.0	1.5134273037311663	0.7812960109273976	0.21870398907260472	0.049591585839177506	-50.31257294654432	0.2749499848115231	0.31610820188535416	0.0785248691201143	25.60951002195078	1	0.0	4.648923348535675
65060000	-2005.833442679712	-1956.9434910671268	-48.889951612585236	-1956.9434910671268	20.05602266002935	1.0	1.259837398601281	0.7577296900799683	0.24227030992003418	0.06166463723298087	-47.63011421398395	0.19441698135614363	0.4483941313017378	0.05682232159102661	22.14023217731171	0	0.0	4.373644233442515
65070000	-1997.758023624209	-1960.3751546762403	-37.38286894796879	-1960.3751546762403	22.937075674436475	1.0	1.4797530973553796	0.746415896849152	0.2535841031508411	0.09157582821801633	-35.90311585061341	0.02948098866849586	0.9579101253231219	0.003909725283906239	22.97519318950309	0	0.0	5.278824673267453
65080000	-1996.5357562774343	-1963.666824080695	-32.86893219673916	-1963.666824080695	20.715973765358243	1.0	1.4253866171890688	0.7767097853880223	0.22329021461197093	0.12234151684435439	-31.443545579550094	0.03449962463675176	0.9623568457205598	0.009200753370387981	44.30179187653657	0	0.0	4.313378302551027
65090000	-2002.9750434547582	-1964.84700333953	-38.12804011522822	-1964.84700333953	13.32119273638838	1.0	1.831468742845114	0.7904898490104386	0.20951015098956377	0.08216015958099583	-36.296571372383106	0.4556263013389722	0.1788444247054384	0.24775749420601914	13.37192933915769	1	0.0	4.5289453642983295
65100000	-2009.7185022013807	-1971.4957625676336	-38.2227396337472	-1971.4957625676336	11.995637378391171	1.0	2.38064494784309	0.7682851686827843	0.2317148313172089	0.0806325784733071	-35.842094685904115	0.3822568906634301	0.25372831679473	0.09019255764357563	15.416385476575163	0	0.0	4.664798107573867
65110000	-2008.1500617910142	-1963.0218286116483	-45.12823317936588	-1963.0218286116483	17.46270348569084	1.0	1.7282311405584339	0.7361586612768422	0.2638413387231511	0.06323754020784922	-43.40000203880744	0.1120145335866841	0.7563225238393784	0.05700296525965756	28.067641246551947	1	0.0	4.758515195412874
65120000	-2033.3878778231644	-1968.893812032867	-64.49406579029757	-1968.893812032867	30.979627666681672	1.0	2.000435894389976	0.7843294209102276	0.21567057908977924	0.03001417944449868	-62.493629895907596	0.06135341551501491	0.8046371326064021	0.06026116195169433	39.910501505565556	0	0.0	4.605486457541666
65130000	-2036.9229189311845	-1971.7745939169865	-65.14832501419808	-1971.7745939169865	35.15134939055036	1.0	1.5555185289612885	0.7549195475484207	0.2450804524515816	0.0298085054893985	-63.59280648523679	0.14401812600674377	0.45936337050434173	0.06651739682416383	36.785353680840544	0	0.0	4.672391382323315
65140000	-2038.7341532512355	-1961.4465369581374	-77.28761629309817	-1961.4465369581374	51.849464539594514	1.0	1.8318967132645247	0.7642236365720977	0.23577636342790897	0.022815232713901193	-75.45571957983364	0.029649432311208843	0.8089772349553295	0.011928144558201542	85.50736537903147	0	0.0	4.690150673856815
65150000	-2010.737616746768	-1969.2694288132543	-41.46818793351362	-1969.2694288132543	19.765292654908738	1.0	1.2078157041972633	0.7585875167607848	0.2414124832392174	0.09291423831060687	-40.26037222931635	0.20377802604216477	0.6108082015242432	0.010778167567792013	26.080277262582285	1	0.0	4.45218828232767
65160000	-2008.8946245940717	-1963.0630895700626	-45.83153502400901	-1963.0630895700626	20.81698901824531	1.0	1.4682848262600545	0.7858574962830371	0.21414250371695623	0.062284371398590936	-44.363250197748954	0.2520652331185168	0.5180333595522058	0.03549521965675348	24.800763958628263	1	0.0	4.562582194542127
65170000	-2014.751118724829	-1961.0631173114393	-53.68800141338964	-1961.0631173114393	39.36790803892241	1.0	1.3304642048374036	0.7813918221061216	0.2186081778938718	0.04622641455788122	-52.35753720855224	0.033757094415691816	0.937790266272434	0.005337570855103829	46.908521388219384	0	0.0	4.9692942746015865
65180000	-2042.587254574222	-1970.5997224369783	-71.9875321372438	-1970.5997224369783	58.22379768049438	1.0	1.5665133957507382	0.7680437364820603	0.2319562635179464	0.029059317805598072	-70.42101874149307	0.05367255570410047	0.8441683702211356	0.013706222339626747	65.1906527948475	0	0.0	5.009865327985093
65190000	-1997.600971509601	-1960.9122472629138	-36.68872424668742	-1960.9122472629138	19.06766293560949	1.0	2.4729012560635626	0.7701227995276931	0.22987720047230026	0.08395013310981406	-34.215822990623856	0.1261486547822911	0.863090825687049	0.00610649334607849	34.41828165004312	0	0.0	4.403378355667012
65200000	-1996.0302652697637	-1963.9942858801794	-32.035979389584284	-1963.9942858801794	14.81250317526424	1.0	2.05249849825544	0.7563927654839299	0.24360723451606353	0.10522809982011731	-29.983480891328846	0.28183941132731605	0.6855654221674863	0.04605357180498132	17.539975169145688	1	0.0	4.3423975558021874
65210000	-1998.0397483406387	-1961.6809187708925	-36.358829569746206	-1961.6809187708925	25.61827725848075	1.0	1.474825797088285	0.7763106110709873	0.22368938892901488	0.10786197465091782	-34.88400377265792	0.05574255600320605	0.92706345948936	0.013527018083514291	26.614595749455695	1	0.0	4.300870843296014
65220000	-2002.420438916528	-1968.1965478662414	-34.22389105028641	-1968.1965478662414	11.517009155230568	1.0	1.4674854173370666	0.7729566899131797	0.22704331008682258	0.07714572442822133	-32.756405632949345	0.4499637654660849	0.15201329838183825	0.11088449775509063	11.666251911548915	1	0.0	4.300870843296014
65230000	-2027.5118334446768	-1959.2247130739788	-68.28712037069786	-1959.2247130739788	36.185793601572655	1.0	1.6874650916220428	0.7794596792832824	0.2205403207167242	0.02899602217215562	-66.59965527907582	0.15352674992366508	0.37592458923303695	0.07013499856899273	44.08499331625602	0	0.0	4.911250449422718
65240000	-2018.9267611771686	-1965.865807083295	-53.06095409387343	-1965.865807083295	33.642268455731525	1.0	1.6664804781616651	0.7766689090066083	0.223331090993385	0.046920144078583116	-51.39447361571176	0.03345718790958348	0.9031338286703957	0.02368879612384503	44.738943369242044	0	0.0	4.61013703719789
65250000	-2016.0424713579744	-1965.1918971672521	-50.85057419072221	-1965.1918971672521	25.639246721279832	1.0	1.530368041290528	0.7807044170945285	0.219295582905478	0.056988334421739416	-49.320206149431684	0.06012165085890074	0.8625671327212657	0.018722866672923652	27.299386122883497	0	0.0	5.124535585374715
65260000	-2015.75770115385	-1962.3869315823138	-53.370769571536144	-1962.3869315823138	28.624899252760876	1.0	1.616382966628051	0.7661421702100641	0.23385782978994235	0.060253613579109154	-51.75438660490809	0.1297965130410578	0.7366373842793007	0.024113443425220954	34.466092631593675	0	0.0	4.517282836593518
