level,n_chars,mean,median,sd,HPDI_lower,HPDI_upper
1,36,0.5288613952710606,0.5211267123846599,0.09870805796670563,0.3518460719913147,0.7323208083377162
2,102,0.9660945347887575,0.9673045923289972,0.08033005093843322,0.8131164147679645,1.1241948497845808
3,65,1.3563822626496433,1.353007179262772,0.13422528067768005,1.0869338272734093,1.615045090393124
4,13,0.7588198618557719,0.6959484079846954,0.29001674255726256,0.29362721190444224,1.3538020731408795
