k,p
5.6266078009691425,0.001
3.9751383431857,0.001
3.2892266772996597,0.001
3.585391371381316,0.001
3.6467659008179885,0.001
3.5674135260340014,0.001
3.1369597456727716,0.001
3.6470098910859035,0.001
3.401105666014193,0.001
3.6534452949212675,0.001
6.7068647791396305,0.001
3.1827394164888227,0.001
2.9703104997160756,0.001
3.248089506461084,0.001
3.622317852828892,0.001
3.199135744481088,0.001
3.751407592388389,0.001
3.66738196956474,0.001
3.274542918157556,0.001
2.6399005402881714,0.001
6.298880572885429,0.001
4.777868745224889,0.001
5.432991269583248,0.001
5.283786734181113,0.001
4.421293186259577,0.001
3.8378846736085506,0.001
4.773942154148244,0.001
5.346009979472909,0.001
6.023502823143428,0.001
5.821855573617127,0.001
5.946824261686883,0.001
5.440513935121627,0.001
3.7624016028979956,0.001
5.794736719208455,0.001
3.395785094943093,0.001
3.2816651690915957,0.001
3.8157156421998923,0.001
6.417100495638997,0.001
7.600021199451301,0.001
7.208004178688346,0.001
3.6303870242583445,0.001
6.2912690566800915,0.001
5.493957115847837,0.001
5.30073592471237,0.001
5.819253277155061,0.001
5.829396928604219,0.001
5.584212018801261,0.001
5.5277029190195766,0.001
6.345624087769018,0.001
7.42809344355673,0.001
4.660837451485473,0.001
7.240383958927902,0.001
6.143458354601525,0.001
5.33594082327018,0.001
5.05375676346961,0.002
6.494858064356058,0.001
4.731929207873625,0.001
4.692213870514016,0.001
6.946914040152992,0.001
6.119639176089532,0.001
6.63171402111717,0.001
6.564259839308262,0.001
6.2787407795422725,0.001
6.536755095659345,0.001
6.936261068540833,0.001
6.7941704468827435,0.001
6.172734793205281,0.001
6.677174154965275,0.001
6.953332744951907,0.001
5.87112454404296,0.001
6.526172937746772,0.001
6.937844257759491,0.002
6.2036828683791825,0.002
5.826312367391299,0.001
6.361104167216009,0.001
6.717224769785308,0.001
5.261065131286367,0.001
6.055578386260833,0.001
5.799577675600728,0.001
6.050517620910832,0.001
4.773212109085692,0.001
5.852551944453322,0.001
6.440856526403213,0.001
6.336650938255264,0.001
6.610515808702155,0.001
6.3685758868550115,0.001
6.575136779698582,0.001
6.460516290928447,0.001
5.792861119817697,0.001
5.552803187083685,0.001
5.609276994048553,0.001
6.831175803759016,0.001
5.539991171389448,0.001
5.907822056025458,0.001
5.818261046911838,0.001
6.746743695913184,0.001
5.466508527289131,0.001
6.078266032663192,0.001
6.48704569105121,0.001
6.476993221641329,0.001
5.946002191752438,0.001
5.9744976750772345,0.002
5.142778306613252,0.001
6.543799940055823,0.001
7.036885421359534,0.001
6.523681050840495,0.001
6.565469683629044,0.001
5.1544918028943965,0.001
4.945755117551503,0.001
5.970353413531304,0.001
6.354846523040067,0.001
6.557924507779837,0.001
5.706285546897411,0.001
6.576665175379253,0.001
6.611215042582459,0.001
6.974658699890165,0.001
6.195602497488018,0.001
6.594647178210115,0.001
4.510958867863691,0.001
4.31339639113954,0.001
5.151984962038624,0.002
5.954993844305445,0.001
5.081202818636281,0.001
3.559449053986299,0.001
4.029551121089372,0.001
3.361048924439037,0.001
4.54991137470193,0.002
6.329969056867877,0.001
6.093135933570771,0.001
3.86001150951556,0.001
4.93338203090131,0.001
6.780731264574725,0.001
4.260821716101095,0.001
5.196961683578806,0.001
5.574926020493501,0.001
4.866212672888134,0.001
4.907127373174856,0.001
5.675618300669423,0.001
5.888483251061979,0.001
6.856926829637507,0.001
6.9275615366791365,0.001
6.552487192045247,0.001
4.999378426850435,0.001
5.4541158673085075,0.001
5.477021047072278,0.001
3.9252036876387524,0.001
6.435491703323258,0.001
5.759654083935813,0.001
5.471896694783507,0.001
7.542087053972381,0.001
5.1035296487934705,0.002
6.746684073557104,0.001
4.584779239459446,0.001
7.350534953759682,0.001
6.557373400049743,0.001
6.581038230271999,0.001
6.148055830596434,0.001
7.095330982500919,0.001
7.393679709138268,0.001
4.38212929754058,0.001
5.777960261376933,0.001
6.82602349170629,0.001
5.71342341074575,0.001
6.004706764613442,0.001
5.473697289211823,0.001
7.057844585956745,0.001
5.811755932805539,0.001
4.8850155845122325,0.001
4.824271157924685,0.001
5.938065862061249,0.001
6.390045197131633,0.001
6.840573857597497,0.001
7.501091406408786,0.001
6.243959483642685,0.001
6.044751243216012,0.001
6.058936873405122,0.001
5.911135931605395,0.001
5.253695405571504,0.001
4.766070852929105,0.001
5.109933318027395,0.001
5.734444665609339,0.001
5.945089479062233,0.001
6.917537543763961,0.001
7.07472428019394,0.001
6.370454373308836,0.001
5.978304176026844,0.001
3.968101265188393,0.001
3.7759869843346796,0.001
3.3380825172167206,0.001
5.295625243622442,0.002
6.100306700213389,0.001
4.922833027465997,0.002
5.202038156584335,0.001
4.2713158070304775,0.001
6.131698052720654,0.001
6.199933755777765,0.001
6.105406730558427,0.001
5.815392961943459,0.001
6.230409238692153,0.001
3.994118900474553,0.001
4.97812017908057,0.001
5.432922065498974,0.001
6.1524668612389375,0.001
6.401984717583932,0.001
5.946407876115538,0.001
6.125750473393375,0.001
5.70683864662144,0.001
6.678612841163833,0.001
6.26978086953849,0.001
5.440077534952658,0.001
6.364505481378069,0.001
5.438862244364468,0.001
6.482665309427848,0.001
5.700328536137412,0.001
6.494560510453337,0.001
6.710513947876423,0.001
6.945963995913856,0.001
6.7228603134827765,0.001
7.354848170826264,0.001
6.914096595816431,0.001
5.414012060455909,0.001
7.317200546873743,0.001
5.1328817761535275,0.001
5.685740999561257,0.001
6.5330707119620985,0.001
5.831712079161993,0.001
6.857413534104454,0.001
6.478017393440865,0.001
6.017396495022654,0.001
7.074224333860168,0.001
6.342931642773437,0.001
6.521921323340637,0.001
7.1535910910092975,0.001
5.030322890827029,0.001
7.373171569496662,0.001
5.892476625847115,0.001
6.08981062069239,0.001
5.937167272023482,0.001
5.7116467733740715,0.001
6.401758380043431,0.001
6.182973267469806,0.001
6.393754452575594,0.001
7.299440386300534,0.001
6.167488467498287,0.001
6.147721322420045,0.001
5.838184071356159,0.001
5.989252747677725,0.001
5.677642278559985,0.001
6.925893147782263,0.001
6.82722398310166,0.001
5.265138603368306,0.001
7.071511295240284,0.001
6.067042382707502,0.001
6.494362822805841,0.001
5.8813365218269835,0.002
6.853355937157038,0.001
5.6499597925084615,0.002
7.2602855188281845,0.001
6.395778508388886,0.001
6.613317137939487,0.001
5.27757197294284,0.001
6.444305115417941,0.001
6.229729415925152,0.001
5.363658067420243,0.001
5.597959904212984,0.001
4.406028112584919,0.001
5.409388428431924,0.001
5.348424569614653,0.001
5.917476272617913,0.001
4.944901565060596,0.001
5.60796516513919,0.001
6.671692839549272,0.001
4.082489401508293,0.001
4.4586773071167585,0.001
4.4478185721576855,0.001
6.6156736419027675,0.001
6.312091657595075,0.001
5.62275246552532,0.001
6.34442909629316,0.001
6.042550593572616,0.001
6.350343456665189,0.001
5.757369700278656,0.001
5.796680656476466,0.001
6.0716760266447185,0.001
5.617743283589629,0.001
6.2474085288543995,0.001
5.3007676928552225,0.001
4.5810446090758346,0.001
3.9909528429174146,0.001
6.0584542469909755,0.002
4.7937783355071435,0.002
5.572761138232075,0.001
6.198481613391982,0.001
5.833684912641122,0.001
6.935250767267401,0.001
5.152203640597024,0.001
5.003100102521394,0.001
6.193681259184263,0.001
6.086972794780658,0.001
6.478250464207323,0.001
5.3234027317547445,0.001
5.091615355422899,0.001
4.677872760044008,0.001
5.59994738815441,0.002
4.093915817327558,0.001
6.5279454936855155,0.001
5.871491467116466,0.001
6.6030821899955745,0.001
7.040853145179262,0.001
6.9319173995104135,0.001
6.386116830091745,0.001
5.7335125437253,0.001
6.851218730278428,0.001
4.349800902085226,0.001
5.25860972327964,0.001
6.595662333523155,0.001
5.212083426803106,0.001
4.821468075444206,0.001
6.3156127173333205,0.001
5.283277498863801,0.001
3.707924809981247,0.001
4.171510567556918,0.001
5.4564877506419345,0.001
6.26256463472384,0.001
6.087271399208195,0.001
5.327068506796225,0.001
4.696998863164451,0.001
4.113326687647219,0.001
6.222828909031148,0.001
6.108966904915597,0.002
5.718739662878376,0.001
6.376192703853086,0.001
6.670073457859914,0.001
5.159452973286063,0.001
5.477891807104121,0.001
7.125365388236202,0.001
6.046050556587368,0.001
5.566477942963205,0.001
6.05726873945812,0.001
6.58867307040944,0.001
6.496423407203516,0.001
6.550245455178172,0.001
6.308152932219268,0.001
6.212781796490736,0.001
6.673644761651302,0.001
5.749008432717119,0.001
4.501556891332502,0.001
5.293546788380144,0.001
6.2386374084443155,0.001
6.189596605931231,0.001
6.572853417824728,0.001
6.0266082582314855,0.001
6.202662799271604,0.001
6.341352191293189,0.001
5.663913617280933,0.001
7.395411264699397,0.001
7.524356683821206,0.001
6.280756229897704,0.001
3.82301506682648,0.001
5.7018551764655925,0.001
5.585393583663534,0.001
6.352285878664584,0.001
5.695399776573068,0.001
6.6680034829025825,0.001
6.718697760826722,0.001
6.567874957416945,0.001
6.382604304903005,0.001
5.727128478626569,0.001
6.207165004423272,0.001
6.239286522349612,0.001
6.8579154056118075,0.001
6.715412095966473,0.001
5.286443501912241,0.001
5.502109584124611,0.001
5.770551995772321,0.001
5.845127382296622,0.001
6.407956312324473,0.001
5.933978844250245,0.001
6.741739576073866,0.001
6.381961902353364,0.001
5.890070172961003,0.001
6.4535166204023735,0.001
6.33047230973397,0.001
6.915991327429553,0.001
6.515958430457161,0.001
6.1041506445307325,0.001
5.306795230820357,0.001
5.585063001082276,0.001
5.636681866095698,0.001
4.778133267350279,0.001
5.601440137650632,0.001
5.662330392010501,0.001
5.448728593529704,0.001
6.03729804188207,0.001
6.545665793371284,0.001
6.596628253359855,0.001
6.45798638361546,0.001
4.79809508398892,0.001
6.635509935721799,0.001
6.153480442207907,0.001
6.292400736439212,0.001
6.958341561917409,0.001
6.780704489287348,0.001
7.360577087123631,0.001
5.738625513935601,0.001
4.998848586436263,0.001
6.8476348740513036,0.001
5.896721929569385,0.001
4.911192621639437,0.001
5.382402811960338,0.002
6.492581674089656,0.001
7.3636649832231065,0.001
6.553260551308646,0.001
5.508347420625935,0.001
5.131835082509861,0.001
6.550384061308914,0.001
7.135332372645388,0.001
6.436367860038373,0.001
6.048757511383411,0.001
6.819876401390349,0.001
6.871195808782842,0.001
5.91330432497842,0.001
5.6993041934703825,0.001
5.846708646885769,0.001
5.568451316576143,0.001
4.7179777747536455,0.002
7.076093737017388,0.001
5.997705970540575,0.001
6.128767473829884,0.001
5.900131526962159,0.001
6.000724889092373,0.001
5.811998091979246,0.002
4.864305638675572,0.001
6.6859325702226755,0.001
5.960944257030147,0.001
5.2009645611956445,0.001
5.927468318657009,0.001
4.450149848063687,0.001
4.559387074945397,0.001
5.286387749845209,0.001
5.196638255917819,0.001
7.072928575094833,0.001
5.7963994790480236,0.001
6.3529982652398145,0.001
6.661023725107381,0.001
7.542815916442893,0.001
6.319055825668087,0.001
5.475633608085396,0.001
5.950383460792211,0.001
7.103024879473336,0.001
5.70488371654143,0.001
5.927734984043739,0.001
6.926517542841142,0.001
7.192600539584723,0.001
6.909847398444835,0.001
5.555301943959566,0.001
5.959441294559684,0.001
4.979351668272028,0.001
5.8571283089165735,0.001
6.015530813461351,0.001
7.138375592082048,0.001
5.7632854773644695,0.001
5.166811184026858,0.001
6.064872238935259,0.001
5.2662942768361996,0.001
5.167993537901822,0.001
6.320319190365493,0.001
6.574648765383911,0.001
6.378761179323612,0.001
7.233165243560144,0.001
5.914076299465401,0.001
7.282874797589006,0.001
5.409583669219392,0.001
6.282403394687829,0.001
5.416420945482336,0.001
6.669045813675038,0.001
5.912350775571022,0.001
5.577933095319814,0.001
6.165472683335839,0.001
6.103446959653376,0.001
6.387291317098623,0.001
5.947084440952095,0.001
5.409676887768808,0.001
6.640292468623014,0.001
6.255356678724889,0.001
5.976465516295065,0.001
6.18000023034151,0.001
5.342821623693418,0.001
6.003013652466585,0.001
6.33623130464763,0.001
5.833810718891867,0.001
5.092661777867285,0.001
5.822928026203078,0.001
5.998601098011443,0.001
5.610418432792431,0.001
6.302922848249613,0.001
6.881252000565737,0.001
6.210224737956467,0.001
6.753012710097275,0.001
5.359301871265033,0.001
5.656562062852124,0.001
7.545559985523365,0.001
6.367976419314211,0.001
6.109897402810786,0.001
4.0923114882950085,0.001
5.294255149591715,0.001
4.649689437675444,0.001
4.934602703339459,0.002
6.832276472485926,0.001
6.882465238961133,0.001
7.0890369252088075,0.001
5.953803178098261,0.001
6.186602442182663,0.001
5.6515405813845,0.001
4.72320301579847,0.001
6.354983816351239,0.001
6.352469127276874,0.001
6.377543301189716,0.001
5.515328481246607,0.001
5.795550995079471,0.001
6.350908906597631,0.001
6.852600596545736,0.001
7.019398621053223,0.001
6.467385887836734,0.001
6.58638988972248,0.001
4.981278336078266,0.001
6.268527612758079,0.001
5.068603669858741,0.001
6.674592610092946,0.001
6.420404270560909,0.001
6.048410196538782,0.001
6.188020108921793,0.001
5.817552767317836,0.001
4.8866753895440445,0.001
7.549502703122442,0.001
5.839899270307389,0.001
5.69108022622318,0.001
5.081212867383236,0.001
6.3286867502492905,0.001
6.826242063310183,0.002
5.511212722626649,0.001
6.160001289113143,0.001
4.7030658537447145,0.001
6.10760462449557,0.001
6.330815016785086,0.001
8.019370162999836,0.001
7.065341945317208,0.001
6.228245947863156,0.001
6.195911378304933,0.001
5.75099061261343,0.001
5.910954889935812,0.001
6.139847750603654,0.001
7.14284589996653,0.001
5.537426707651206,0.001
6.732325143021788,0.001
6.257809357830422,0.001
5.5756766602288605,0.001
4.6790868560969425,0.001
5.372300683323973,0.001
6.559406372590647,0.001
6.307998651318783,0.001
7.064521679157072,0.001
6.710048742228236,0.001
5.006469681125591,0.002
6.188818019770062,0.001
6.041914469969917,0.001
5.01458599167334,0.001
5.021823964711033,0.001
6.3766677734426125,0.001
6.608306563305386,0.001
6.593126476904411,0.001
5.287519423773893,0.001
6.376670428808556,0.001
5.60695734036971,0.001
6.264320492452873,0.001
7.381187728162018,0.001
4.8373579461095835,0.001
3.7909407861603666,0.001
5.107367759303465,0.001
5.204060142481868,0.001
5.6414937994263505,0.001
6.578636216041083,0.001
6.58246834724189,0.001
5.773449686811734,0.001
4.231243259102977,0.001
4.390024882013083,0.001
5.48408945730076,0.001
3.993034162864954,0.002
