k,p
1.3835062388467632,0.001
2.864441910443224,0.001
3.264942504151254,0.001
2.350433551348948,0.001
2.2484149230745913,0.001
3.4900886287579396,0.001
1.113185959672462,0.001
2.2574717114893037,0.001
1.257311419602129,0.001
1.383929728365567,0.001
1.8390077456524128,0.001
2.322677853941139,0.001
1.8176039483873117,0.001
1.6515428231388605,0.001
2.3646642602015646,0.001
3.2795277514666603,0.001
2.244073694070921,0.001
2.184739893470203,0.001
2.4273751469281657,0.002
2.5299240499973665,0.001
2.70417491252622,0.001
2.0740794729955088,0.001
2.6957420147304436,0.001
3.27524662015601,0.001
2.9689887919952924,0.001
2.6836007233968036,0.001
1.5777656740405295,0.001
2.151408543433484,0.001
1.876090449323182,0.001
1.6306991796594248,0.002
1.7410332554917824,0.001
1.8367231540511555,0.001
1.9308013224984635,0.001
2.202461877526808,0.002
2.4828871722615693,0.002
1.6725544037199072,0.002
2.538332637335944,0.002
1.8341860161910875,0.002
2.594942878273957,0.001
1.7638953397241413,0.001
2.1209962013815735,0.001
2.993040869431723,0.001
2.1842838693433504,0.001
2.6286372938582563,0.001
2.670184407544094,0.001
2.972896317724434,0.001
1.6161753064688542,0.001
2.11258181706057,0.001
2.346724615393917,0.001
3.4501033764536673,0.001
1.5060503113618267,0.001
2.9407444366751454,0.001
2.3626507383103332,0.001
3.5958012815109655,0.001
2.2174511573355633,0.001
2.797469454787127,0.001
4.12312050439342,0.001
2.518221175735507,0.001
2.981496919624474,0.001
2.1291123228289575,0.002
3.5645973836375515,0.001
1.7043241233358508,0.002
2.7569021280526558,0.001
2.5269613631044385,0.001
2.240695237392934,0.001
2.2344611992373937,0.001
2.7106961733404784,0.001
2.303380954581979,0.001
2.131499843929481,0.001
2.049055980132126,0.001
1.1474126575017443,0.001
0.9706983183248574,0.001
1.3717312072015506,0.001
2.4948909582243197,0.001
1.5317863676044594,0.001
2.580250881541628,0.001
2.8184365071910884,0.001
2.149190016397736,0.001
3.024758705666833,0.001
2.581268157948567,0.001
2.561747578988427,0.001
2.338344898485262,0.001
1.7306028896175796,0.002
2.2147521501512806,0.002
2.346030240199404,0.001
1.7242421473342537,0.001
2.2437385364545923,0.001
2.265924314114554,0.001
2.239061041246649,0.001
1.9560308557321087,0.001
1.794778285261481,0.001
2.0786118068353643,0.001
1.9476729891691804,0.001
2.4682660007586197,0.001
1.7447962861483488,0.001
2.897751362239622,0.001
3.211849896137856,0.001
2.2967433070058094,0.001
1.8890710665327028,0.001
1.7004767431798187,0.002
1.873826888368126,0.001
2.623562531981843,0.002
4.131584068381638,0.001
2.449128363946562,0.001
2.878215092888257,0.001
2.112906075443042,0.001
2.138180399189282,0.001
2.41970805510776,0.002
2.1832247125501003,0.001
3.2520892001957913,0.001
1.8516785884403202,0.001
2.098660127053561,0.001
1.890252591031783,0.001
1.613727657374544,0.002
2.509334144288438,0.001
1.9269188346467836,0.001
1.808232981334898,0.001
1.0525831120461757,0.001
1.6634840972303104,0.001
2.316424164330582,0.001
1.6949214069630354,0.001
1.5773011189770523,0.001
2.0312104899839514,0.002
1.8665283165751425,0.001
1.8602912785452124,0.001
2.4970689494826526,0.001
2.472619564375013,0.001
1.3497245622042753,0.001
2.313492924310903,0.001
2.0193055946774083,0.001
1.546671890370171,0.001
1.7026069396518864,0.001
1.5401061133337954,0.002
1.6409025877891807,0.001
1.3603712890651842,0.001
2.6198901591201404,0.001
2.010912696435758,0.001
3.2984532389121726,0.001
1.2744787040941978,0.001
2.6242310904317137,0.002
2.4269289745894933,0.001
1.9724579358854566,0.001
2.39983286539433,0.001
1.813288244809112,0.001
2.4756978907746627,0.001
2.255601849979973,0.001
1.9655953069514966,0.001
1.9358111808735188,0.001
2.2146342232428906,0.002
2.2248649647676904,0.001
2.5249424514687697,0.002
2.6591765857806893,0.001
2.6819561472036244,0.002
2.235570173898597,0.001
2.283115587966895,0.001
1.6787988972056513,0.001
1.6345888229636396,0.001
2.027644421587287,0.001
1.8636761451122381,0.001
1.572784429777076,0.001
2.0655495350569537,0.001
2.3417926860909337,0.001
1.686835897280244,0.001
2.3451910689085365,0.001
1.9088165988870127,0.002
1.9708093403988085,0.002
1.6590372687868613,0.001
1.9192070946958362,0.002
2.190818424150089,0.001
2.11760632300655,0.001
3.0030593798828007,0.001
1.3860828766104685,0.003
2.2047434046501833,0.001
2.830207998664115,0.001
1.6531848653915069,0.001
1.709982975346908,0.001
2.8268771527110332,0.001
1.0338799012409208,0.001
2.265741085897227,0.001
2.2006317775863176,0.001
2.3538695193997983,0.002
1.934748592729895,0.001
2.6837432465007067,0.001
2.242721323940085,0.001
2.006691001384431,0.001
1.7313902243602202,0.002
1.7148238067678276,0.001
1.869121893272751,0.001
2.0240193889212117,0.001
1.9205863464699595,0.001
1.5942253909168527,0.001
2.137195017465723,0.001
2.167004833129378,0.001
1.9894924807119554,0.001
2.990043341812653,0.001
2.756342318054138,0.001
3.296871545931737,0.001
1.9448360008495431,0.003
1.9443539239745675,0.001
2.314886595176664,0.002
2.614498573858072,0.003
2.024348200991637,0.001
3.113169951140674,0.001
2.896868026527565,0.001
2.461366621974187,0.001
2.2285508602554223,0.001
1.6777168964535163,0.001
2.575506798594237,0.002
2.5686754079567624,0.001
1.4547635473169838,0.001
1.8307678625421102,0.001
2.5681949243827007,0.001
2.477207187010547,0.002
2.168577054816991,0.001
2.443545710304056,0.001
1.2497001580991836,0.001
1.7813197882922613,0.001
2.2287308366501426,0.001
2.370241242079268,0.001
1.413767506148025,0.001
1.9026717024329418,0.001
2.0667476233783932,0.002
2.202432762556913,0.001
2.5322669881421334,0.001
1.858869587029604,0.001
3.4277281981092167,0.002
2.4799523236325838,0.001
2.5594924767126432,0.001
3.535149086372606,0.001
1.9738223957158474,0.001
2.304906118200778,0.001
2.3725115033406294,0.001
2.5268272298455265,0.001
2.5014437308920585,0.001
1.547256708434759,0.001
2.9080136106268473,0.001
2.1709100468559805,0.001
2.142585424035702,0.002
2.482963490615555,0.001
1.5002899093947113,0.001
2.326096554683663,0.001
2.5616921164815953,0.002
2.2211062648574393,0.001
1.352725054132978,0.002
1.7815717691837714,0.001
2.945946070377691,0.001
1.5970204102137702,0.001
3.962435827274293,0.001
1.8273963656111336,0.001
1.8590391962971704,0.001
3.2587772766847447,0.001
1.9505931189791528,0.001
1.3569009323605814,0.001
1.8747795350893754,0.001
2.9179857852829714,0.001
1.873308078169772,0.001
2.3004474267244417,0.001
2.1517043104148024,0.001
2.2177755742708753,0.001
3.4826281398595933,0.001
1.6986621490266147,0.001
2.509872366501632,0.001
2.137823028288609,0.001
2.250032368740529,0.001
3.025261661515119,0.001
1.9494484910452567,0.001
1.8028741780966446,0.001
1.0185076905697183,0.001
1.69040243244692,0.002
1.6581747059134158,0.001
1.9421915492355928,0.002
2.6065249924806797,0.002
2.5666525849054267,0.002
3.4686002767824657,0.001
1.7024430085512503,0.001
2.562439647965171,0.001
2.1487488282824203,0.002
2.8029599554059184,0.001
2.538991678573928,0.001
3.084162971607769,0.001
2.3733104431796668,0.001
1.854658616068842,0.001
2.992445156985529,0.001
1.5772419573064054,0.001
1.6090193079883808,0.001
3.233559391192811,0.001
2.404201753153951,0.001
2.774767762483442,0.001
1.9108876836389272,0.001
2.3989205772432523,0.001
2.4215305849534343,0.001
1.8189372502833134,0.001
2.624723281769043,0.001
2.372396542004501,0.001
2.0290739079779874,0.001
2.281196488305895,0.001
2.058409188187034,0.002
2.3637136247802903,0.002
2.240853571769272,0.002
2.397578256206183,0.001
3.0061281320800024,0.001
2.819186157382461,0.001
1.8379296533463758,0.002
2.2774064861296006,0.001
1.6002636448839826,0.001
1.955594261506785,0.001
2.4101904319995304,0.001
3.4890837617391663,0.002
2.6862417268576757,0.002
1.5505490335171885,0.001
1.962516176361463,0.002
1.932490738500601,0.002
1.6068366561619876,0.001
1.8983442661016654,0.001
1.765449188204608,0.002
1.5037225937921483,0.002
2.6303935353898873,0.001
2.3344048193986073,0.001
1.64425556068956,0.001
1.7388520410494857,0.001
3.3650749852948825,0.001
1.9425112078336506,0.001
2.2284008912394544,0.001
3.3094566200323894,0.001
2.061975787612442,0.001
2.8496412503409823,0.002
1.2415175174374489,0.001
2.0910357224101874,0.001
1.5477925515923128,0.002
2.185456044338031,0.001
2.0984474972925597,0.001
1.4422871160887265,0.003
1.9862879028956903,0.001
2.815972560346746,0.001
2.23502239672915,0.001
1.7756133702309458,0.001
2.625100153439855,0.001
2.4076341945901407,0.001
2.6247686514396436,0.001
1.9178883907705955,0.002
3.0196524534594826,0.001
2.5277128924435446,0.002
2.3561231148690145,0.001
2.4487271879891193,0.001
2.0002706685886924,0.001
1.35609455587073,0.001
2.286596139982212,0.001
1.1653310875908514,0.002
2.063708223831451,0.001
1.3654283961364166,0.002
3.2962586645124174,0.001
2.362161300055619,0.001
2.445507850836374,0.001
1.0567901915817974,0.003
2.228008164578479,0.002
1.475009007440005,0.001
2.293764947116285,0.001
2.3006942652859066,0.001
2.1692728612493157,0.002
2.9339385734561367,0.001
1.8538991800809366,0.001
2.091645151408195,0.001
1.944386885480199,0.001
1.1816565086280362,0.001
1.8310864507067854,0.002
1.8782385765306688,0.001
2.2916021041392853,0.001
2.1044892486638513,0.001
1.4979330691578574,0.002
1.9723053043034386,0.001
1.4001531232546653,0.001
2.1141558690242226,0.001
2.250230468534074,0.001
2.173648185702393,0.002
2.1726422920399617,0.001
1.9895215020775023,0.001
1.6404924197839077,0.001
2.073683466704415,0.002
2.6110034153998365,0.001
3.06854492909204,0.001
2.4791507369777457,0.001
1.126438160862951,0.001
1.940731627887861,0.001
1.6060425800294664,0.001
1.448704679698004,0.001
1.5682521882054854,0.001
2.75327627253916,0.001
1.1213370898149058,0.005
2.642213450177741,0.001
2.3704476320539802,0.001
1.8317471345208192,0.001
2.10965066778172,0.002
2.196417048673821,0.001
2.171069203963734,0.001
1.5844626796583985,0.001
2.126667557660958,0.001
1.8072201199159332,0.001
1.9329194553932982,0.001
1.6166276558134673,0.001
2.64627330222691,0.001
2.2614748597230463,0.001
2.2013247913273024,0.001
3.292343497342582,0.001
1.7862808191259278,0.001
2.6297897797520196,0.001
2.6911181073672523,0.002
2.3716675659581683,0.001
2.519231750375295,0.001
2.642033759675063,0.001
2.3515685209941544,0.001
2.386365725354031,0.001
3.334736408152254,0.001
2.0668586163882026,0.001
2.261581063980628,0.001
1.769429437453462,0.001
1.3201785556219667,0.001
2.5267646450031367,0.001
1.5958034941212227,0.002
2.2266717248981123,0.001
2.9052348296004302,0.001
2.2744948133070495,0.001
2.2796124506579236,0.001
2.792936126449177,0.001
2.606897969078907,0.001
2.102200853464225,0.001
2.32494362062768,0.001
2.325398191236461,0.001
2.420868174173102,0.001
2.492448983443013,0.002
1.3950441784037835,0.001
2.614067767680733,0.001
3.0509292056180217,0.001
2.041226290336891,0.001
2.10776246482977,0.001
4.061790426911251,0.001
1.8152920524408311,0.001
1.4707376658517115,0.001
3.518732209303922,0.001
2.3314055632067503,0.001
2.121188000385306,0.001
1.9698139672403772,0.001
2.0469320673610736,0.001
2.0735283712131882,0.001
2.714244148541487,0.001
1.2511483145700397,0.001
2.5976829236936774,0.001
3.3058256035146383,0.001
1.6449250207225332,0.001
2.02660717479452,0.001
2.3599660550348758,0.001
2.1807439197042204,0.001
2.980727189382836,0.001
1.7146425515609045,0.001
2.6738570176196914,0.001
2.949887608237422,0.001
2.4949017975885264,0.001
2.3104814405867184,0.001
1.9201426111960138,0.001
1.784095220951043,0.001
2.318671133531329,0.001
2.0437737434733236,0.001
1.582545164317683,0.001
2.272719958308969,0.001
1.7394257119578211,0.001
2.416039706031944,0.001
2.5271303901094724,0.001
1.7937179414771138,0.001
1.8995618080986816,0.001
2.4273378254444355,0.001
2.4153607749027217,0.001
2.3621618159446864,0.002
2.2978264444110392,0.001
2.292874275496741,0.001
3.140166231776545,0.001
1.953125082037278,0.001
1.9223505300125763,0.001
3.3766880715129606,0.001
2.645863085560361,0.002
3.122049803687534,0.001
3.000667580602295,0.001
3.3519875030882247,0.001
1.7369553865645375,0.001
2.0799007803216205,0.001
2.974247798762144,0.002
2.3918754748865085,0.002
3.0797194950401052,0.001
2.2928490095712957,0.001
1.387802388523133,0.002
1.4012638823643666,0.001
3.578955191866206,0.001
3.5149456320511145,0.001
2.806389839848615,0.001
3.6138212916502424,0.001
2.9507229538603283,0.001
2.463668470212785,0.001
1.93156796345239,0.001
2.0237733953294303,0.001
1.1294571430584726,0.002
1.5902769723360397,0.001
1.9758532512733142,0.001
3.036453832127892,0.001
3.8228500163508183,0.001
1.6567793382779887,0.001
1.6975982049659424,0.001
3.3092802430357446,0.001
2.4583846596975607,0.001
1.941753960281653,0.001
2.045665864106889,0.001
1.8864828302427188,0.001
2.91428972429841,0.001
1.9956974554006137,0.001
2.278862244257554,0.002
1.9188210828382337,0.001
2.5993775303364197,0.001
1.6528708959727783,0.001
1.2548305425828283,0.001
2.0680221269532693,0.001
1.8678948278886307,0.001
1.3498133396249152,0.002
2.3621515710437606,0.001
0.9449414376654065,0.001
3.6029197443696486,0.001
2.3951472695054146,0.001
2.3991134981103768,0.001
3.5342634517924973,0.001
4.00857391014854,0.001
3.035231698033147,0.001
2.4395574176321597,0.001
2.923626902491678,0.001
2.176930853762551,0.001
2.6184528595513603,0.001
2.3447731888087104,0.001
1.1254985214686004,0.002
1.8832091384661889,0.001
2.8134446872779737,0.001
2.013423740110629,0.002
2.147880170230191,0.001
2.0519282656776126,0.001
3.1367296991894147,0.001
1.1417263622503515,0.001
2.55236960965166,0.001
2.4946594551621764,0.001
2.2986728222320343,0.001
1.9614185788318221,0.002
1.7257908692029402,0.001
2.1879601690631536,0.002
1.871194116684024,0.002
3.1903496920061833,0.001
2.326638186787874,0.001
2.153583886301971,0.001
1.7731627656459845,0.001
2.2045645750498597,0.001
3.295609975689534,0.001
2.7631527329170416,0.001
1.9162527926761461,0.001
2.590710377818982,0.001
0.41488819126244064,0.003
1.8395161629735635,0.001
2.110806876099911,0.001
2.436778244586022,0.001
2.0948141423847324,0.001
1.840757860043817,0.001
2.424187050938975,0.001
2.531797698748806,0.001
1.9012082491796471,0.001
1.6924774127168605,0.001
3.632894641817527,0.001
1.5533207562910816,0.002
2.5066745738158525,0.002
3.588811189351407,0.001
3.296545993236639,0.001
3.0878332058639772,0.001
2.994758379885968,0.001
1.8169004645606337,0.001
2.078585133425326,0.001
2.640613433799306,0.001
2.571919223797838,0.001
2.365789523329018,0.001
2.0763444688522505,0.002
2.2909029241245347,0.001
2.6448665645680776,0.001
2.411469627400357,0.001
2.5688164957307835,0.001
1.8139815207786123,0.001
1.5745321332299178,0.001
2.965072673299995,0.001
1.6018009824309187,0.001
1.8031133212067316,0.001
2.8683882249765746,0.001
2.41343190628031,0.001
2.5377844218863506,0.001
3.0409960679879364,0.001
2.62710627582206,0.001
2.6856116166299127,0.002
1.8985747400940676,0.002
2.0530560824047446,0.001
2.121711919496036,0.001
2.0359896683307066,0.001
1.2815758699219826,0.002
1.9917108630269142,0.001
2.5401986043638187,0.001
2.45020192851109,0.001
1.615938632731131,0.002
2.3585623326762004,0.001
2.0748659063886556,0.002
1.4971729013561594,0.001
1.957277486647489,0.001
2.2489359730881633,0.001
2.4091024456946832,0.001
2.2443722822687797,0.002
1.6655884603580897,0.001
2.432594699346807,0.001
2.148132038348316,0.001
2.7547703687634764,0.001
2.266829983780247,0.001
2.4675070521738354,0.001
1.9968525161765094,0.001
1.216089160917045,0.002
1.2875812154870003,0.001
2.241612979924459,0.001
3.057001637444918,0.001
1.845149734468684,0.001
1.9749529235828167,0.001
1.4969510575824512,0.001
1.7770256833143583,0.001
1.8054808882484168,0.001
1.631520921459033,0.001
3.2537483056449026,0.001
1.9123740695844331,0.001
2.5723029143755936,0.001
3.040177125195528,0.001
2.5393216845300026,0.001
3.7650449078696795,0.001
1.9704873292919547,0.001
2.1439924082557953,0.001
3.152701762733989,0.001
2.0699536132024976,0.001
3.1408170034260587,0.001
1.9140691651576418,0.001
2.930800792444834,0.001
1.5394470903641226,0.001
2.644983834321244,0.001
4.524848683569924,0.001
2.6693993986209956,0.001
1.9060165649853014,0.001
1.2245520430310612,0.001
2.0789655903606366,0.002
1.875104057331951,0.001
1.6432553299579435,0.001
3.239706486100319,0.001
1.9830735072159327,0.001
1.9355307278033256,0.001
2.2064862761575843,0.001
2.3451625448265796,0.001
1.3508815690323699,0.001
1.7726835765426925,0.001
2.0942404275471542,0.001
2.4242969229802953,0.001
0.7092444108233706,0.001
1.790596262222218,0.001
1.8312305508834457,0.001
2.3045453764436816,0.003
2.034271502210027,0.001
3.2286538420536965,0.001
2.495579148091836,0.001
1.669943950633587,0.001
2.3691599066884064,0.001
2.268307209523191,0.001
2.4127007360088086,0.001
3.6770844847377635,0.001
2.3315623180024403,0.001
2.611224838825044,0.001
1.5926064773179232,0.002
1.426812672748835,0.001
1.925245785564477,0.001
2.8554418646797055,0.002
2.7647219764002537,0.001
2.1636948143697907,0.001
2.450371676135132,0.001
1.8995372788639522,0.001
2.743301747474191,0.001
1.9168673801559497,0.001
2.9045803696237726,0.001
2.29346070673327,0.001
1.7332625022351709,0.001
2.352715922697515,0.001
2.4829190512888375,0.001
2.430580654309795,0.001
2.1983318750235754,0.001
1.4440063892404267,0.001
1.4612114665704323,0.002
1.9076626807977535,0.002
2.074065692068153,0.003
1.9461599987797036,0.001
1.5775041525541453,0.001
1.9594138315176246,0.002
1.9414402798768737,0.001
2.5133588882145728,0.001
2.8848576081128403,0.001
2.895358200888035,0.001
2.305022137558986,0.002
1.8934018168156352,0.002
1.85463375553568,0.001
1.7447453347770343,0.001
2.31961726173388,0.001
1.5780896888189546,0.001
3.199964913248759,0.001
1.7268318195224568,0.001
2.6815096367456444,0.001
3.5141645798499814,0.001
2.1856426131788034,0.001
2.371423601021549,0.001
0.767247362828483,0.003
1.4415946319038004,0.001
2.6441725529682527,0.001
3.0261530442658118,0.001
2.388316945848686,0.001
2.6040781601189686,0.001
2.5660054293255756,0.001
2.0300117623880958,0.001
2.9759013576989033,0.001
2.1458821042977734,0.001
1.9161290560674489,0.001
3.1038426413925917,0.001
2.685302374870296,0.001
2.7350739100366726,0.001
1.8650875010254746,0.001
2.0520559119311383,0.001
1.9119713408415049,0.001
1.9108033737255612,0.001
2.7398292109864677,0.001
3.0070604723254553,0.001
2.0947436195780433,0.001
1.9623721697919716,0.001
2.54613952001835,0.001
2.074410141442212,0.001
2.454550379561894,0.001
2.2533170294753835,0.001
2.5217258312851873,0.001
2.0265283536391756,0.001
2.1375634235175176,0.001
1.8257051625069982,0.001
1.8463950135511658,0.001
2.222584951571974,0.002
2.645781078989458,0.001
2.170315110558435,0.001
2.00464714453166,0.003
2.020899527321498,0.002
2.4749474197277914,0.001
2.1203505724535954,0.002
1.9961180059532166,0.001
2.901244303437794,0.002
2.2844650299591844,0.001
2.2895659658731233,0.001
2.361126604281664,0.002
2.5477724904529135,0.001
2.3443335632390956,0.002
1.4863368174248088,0.001
2.671919740013814,0.001
2.4941747587877194,0.001
1.9644712577973737,0.001
2.2482554130266967,0.001
2.7954623560372047,0.001
2.2418994536380517,0.001
1.9500587369747762,0.001
2.2439539610843844,0.002
2.578141483156105,0.002
1.9286436463017997,0.002
1.6342403158141166,0.001
1.7137015479146038,0.001
2.1095861486577903,0.001
2.3965490295816965,0.001
1.6408926364167884,0.001
2.2842103749661207,0.001
1.9123214400348483,0.001
2.3157078594008063,0.001
2.609714290998165,0.002
1.6360844529329528,0.004
2.817273244710624,0.001
2.4666571069174648,0.001
2.6799107202631856,0.001
2.6544466855354703,0.001
2.3372656894844965,0.001
2.0909483822531447,0.001
1.806098954175474,0.001
3.1177544068622898,0.001
2.8049529988364306,0.001
2.400457640331728,0.001
2.632799589907162,0.001
1.1168502556842335,0.001
3.2900882483991105,0.001
2.2425161268080895,0.003
2.2537622177322207,0.001
3.060594293443011,0.001
3.4210454443935823,0.001
1.889101698557179,0.001
1.3778060291285126,0.001
2.5256035002342943,0.001
2.3188608402910704,0.002
2.6235062240998883,0.001
1.897861987175977,0.001
1.5780516607854975,0.001
2.8047442682067936,0.001
2.019652654609031,0.001
2.432814467957356,0.001
0.9755413251957428,0.001
1.626021965761312,0.002
2.338942688391973,0.001
2.25929060071244,0.001
1.8570947568600127,0.001
2.1726950936924503,0.001
2.2272736623866467,0.001
1.9861233532731517,0.002
2.028337088570022,0.001
2.1943558658362172,0.001
2.924848712151835,0.002
1.477878393448133,0.001
1.557773416680021,0.001
2.3574480896997603,0.001
2.2376101733682123,0.001
2.3503124515760816,0.001
1.5742278472573787,0.001
3.2787123653340093,0.001
2.5419411575440733,0.001
2.880050030486363,0.002
3.126694955299193,0.001
2.254635882443214,0.002
1.21434290188274,0.001
1.870823595607063,0.002
2.397919600061955,0.001
3.4106788430373682,0.001
2.1328460223754715,0.001
2.791324373279162,0.001
2.1983072440102234,0.001
2.688595131026072,0.001
2.4570995681742365,0.001
2.692308960646017,0.001
2.228622480245445,0.001
1.8637695895260311,0.001
2.5625919196589737,0.001
1.8469045037977234,0.001
2.4015175233726174,0.003
3.5937107480316413,0.001
2.7052988248497702,0.001
2.1064357776691396,0.001
2.0345487761774548,0.001
2.3922671112965594,0.001
2.3400868382023363,0.001
2.3068288548526605,0.001
2.0192710535954923,0.001
1.696319825615799,0.002
1.3297950982764082,0.001
1.5066055128403997,0.003
2.4943993483337032,0.002
2.83814791412494,0.001
2.564518426189484,0.001
2.026140502090632,0.001
1.8756440962374479,0.001
2.751009355690199,0.001
2.5694951480879595,0.001
2.163021766381032,0.001
2.3314062355044274,0.001
1.6737319186583024,0.001
2.583088410272863,0.002
2.3357219946377947,0.001
2.2257692875561412,0.001
3.3827527328094646,0.001
2.225840562035718,0.001
2.650907447797002,0.001
2.7312071494269214,0.001
3.2810158091907433,0.001
2.2051496278564064,0.001
2.3735349892089785,0.002
2.0283897293651494,0.001
2.5081910635440976,0.001
2.335993450813186,0.001
1.705121628613945,0.001
3.1686127865378237,0.002
3.2178817922507332,0.001
1.9948763327195778,0.001
2.500283303185696,0.001
3.183251558312177,0.001
2.3365668672251783,0.001
2.509797124639227,0.001
1.516126787367265,0.001
2.344091546343577,0.001
2.1414615208945595,0.001
2.7773710652436026,0.001
2.8966222683699674,0.001
2.35018258760778,0.001
2.138602369776512,0.001
1.8576505503066898,0.002
3.6908397004811175,0.001
1.8506134361057924,0.001
2.7843273193517453,0.001
2.118546349344926,0.002
1.3171346022337556,0.003
1.3423759713311785,0.001
3.0126639143523235,0.001
2.4127663392230074,0.001
1.3975220217622628,0.002
3.410430642381183,0.001
2.4334854177065304,0.001
2.748985276920477,0.001
2.218427181244434,0.001
3.038145549164559,0.001
2.5340609320396523,0.001
1.906053094134559,0.001
1.9043227678566226,0.002
2.064218147210241,0.002
2.220195701186448,0.001
3.5421580571268376,0.001
1.600943012691978,0.001
1.4082736419496085,0.001
2.0749833891358165,0.001
1.5723959044626976,0.001
1.8294734511513207,0.002
2.439258514861603,0.001
2.3230903821869675,0.001
2.5945893900314623,0.001
1.7062092955573707,0.001
2.388951740973456,0.001
1.876544453402122,0.001
1.7387432761014596,0.002
1.683508662422984,0.001
2.517086481065483,0.001
2.559278817868088,0.001
2.6813718001090847,0.001
2.454648787097369,0.003
1.7049684845361424,0.001
2.7403151759268725,0.001
1.030711140312178,0.001
2.2822524458817988,0.002
2.030029260287371,0.001
1.1301751887383766,0.001
3.2300442668907134,0.001
3.4490481822696153,0.001
2.022379026496417,0.001
1.9785098021569516,0.001
2.0094282382767483,0.001
2.4837179834671375,0.001
2.7731389676605778,0.001
3.1741294459118037,0.001
3.4234652968963917,0.001
2.301312572206472,0.001
2.8156313293522195,0.001
2.308948895271535,0.001
1.6238392543695574,0.001
2.8873254021639836,0.001
2.875646768703022,0.002
1.788833591882243,0.002
1.5161489173601739,0.001
2.092848231357401,0.001
1.9114029243607522,0.001
2.1457491683062324,0.001
1.2025477756181608,0.001
1.8434528713927711,0.001
2.7325728900029085,0.001
2.59704271996092,0.001
1.8872780034479344,0.001
2.428596993214306,0.001
2.2898927344151505,0.001
3.172466365195523,0.001
1.9824950066228273,0.001
1.2676828723709719,0.001
2.25568782036854,0.001
2.5377728803843587,0.001
1.7050944106909116,0.001
1.8434383354183719,0.001
2.213201766829853,0.002
3.0037965681638474,0.001
1.8817501619396109,0.001
2.226600525108524,0.001
2.097373728543302,0.001
2.364640583824201,0.001
2.082485668181684,0.001
2.5192213782761774,0.001
2.66582400298287,0.001
1.9637269315479606,0.002
2.7884208442637104,0.001
2.0165973380136357,0.001
3.1724775791219213,0.001
2.34596265049075,0.001
1.6915890446908881,0.001
3.048269914197607,0.001
2.207066983165277,0.001
2.4142783357714297,0.001
3.194679820309694,0.001
1.8524135912865818,0.001
3.5925510063635446,0.001
2.371588564913565,0.001
2.946383474984769,0.001
1.7381454597057477,0.001
2.184700250511986,0.002
1.5258612173234674,0.001
1.9440014261939413,0.001
2.3526108117885602,0.001
1.5557218376549702,0.002
1.9202486434434225,0.001
1.6424036087893503,0.001
3.0808178256903958,0.001
2.9981837485083234,0.001
1.644496768008553,0.001
2.0588189353511894,0.001
2.4690621682399505,0.001
2.4778544985325626,0.001
2.6773092857164964,0.001
1.9335241237936525,0.001
2.003860301521927,0.001
2.077379703193279,0.001
2.022830873741016,0.001
3.4690628477719803,0.001
1.6324428406172602,0.001
2.597511436215014,0.001
2.24769492743135,0.001
1.6661025269886487,0.001
1.72578674138081,0.001
2.6324899865966387,0.001
2.6956887438372004,0.001
1.8951964987766932,0.001
2.425172888241918,0.002
2.2286561735454202,0.001
1.8120931195559604,0.002
2.4187545296980373,0.001
2.5969009721446716,0.001
2.8780736616357423,0.001
2.5467971453242026,0.001
1.899964781485934,0.001
3.623020898665619,0.001
2.801630082176892,0.001
1.906891493700707,0.001
1.840033423726436,0.001
1.918418234849181,0.001
2.510146410544323,0.001
1.2322918625985122,0.001
1.63357551486908,0.001
3.409802633108236,0.001
3.1256014698926293,0.001
3.3392221814883225,0.001
3.091338005260547,0.001
2.181910338591689,0.001
2.283393710983204,0.001
2.1599642002515247,0.001
1.7619298916239128,0.001
2.0498997551512983,0.001
2.283145538591362,0.001
2.067781049438985,0.001
2.402895955760357,0.001
1.9638812856158958,0.001
2.106235004332967,0.001
2.590512627845629,0.001
1.895984269626757,0.001
1.4287824095083208,0.001
2.1848761303087834,0.001
2.3293430062506775,0.001
2.308014787343787,0.001
1.8645508744710348,0.001
1.6948020466519649,0.001
2.2920418621684453,0.002
2.801175867844649,0.001
2.7733552501072967,0.001
2.375599287159588,0.001
1.0958921553968948,0.001
2.894546605865722,0.001
3.1685558993979366,0.001
2.940837471464219,0.001
1.9972060692797686,0.001
2.097054064148975,0.001
2.7646977539103745,0.001
2.1248219574089435,0.001
2.819251131083966,0.001
3.542027763488388,0.001
2.847051680938398,0.001
1.9768392323758197,0.001
2.9328205471070152,0.001
2.7503080980888326,0.001
2.5028706030496632,0.001
2.3616040638188966,0.001
1.6369489670373323,0.001
3.0224086590787183,0.001
1.482755920033579,0.001
2.636336430234031,0.001
2.2997982440739047,0.002
1.5975402646732069,0.001
1.2667660856494922,0.001
1.9350124023484543,0.001
3.060596937782866,0.001
3.1252057825060544,0.001
2.5888346218944345,0.001
2.9706879932648005,0.001
1.548318405925648,0.001
1.7441255190246454,0.001
2.5603077101094494,0.001
2.484549490044992,0.001
1.8720588066057153,0.001
0.998875577900912,0.001
1.5946184321619767,0.001
1.7701362936036766,0.001
1.4856990743705456,0.001
1.421923830251287,0.001
1.2899581085706384,0.001
2.639902542730085,0.001
2.5755555040794866,0.001
3.27539658930654,0.001
3.405940535252453,0.001
2.8065156410351495,0.001
1.6462181916633767,0.001
2.9349019604045954,0.001
