Sample	posterior	likelihood	prior	treeLikelihood.level1	treeLikelihood.level2	treeLikelihood.level3	treeLikelihood.level4	TreeHeight.t:tree	mutationRate.s:level1	mutationRate.s:level2	mutationRate.s:level3	mutationRate.s:level4	freqParameter.s:level1.1	freqParameter.s:level1.2	freqParameter.s:level2.1	freqParameter.s:level2.2	freqParameter.s:level3.1	freqParameter.s:level3.2	freqParameter.s:level4.1	freqParameter.s:level4.2	clockRate.c:clock	FBD.t:tree	diversificationRateFBD.t:tree	turnoverFBD.t:tree	samplingProportionFBD.t:tree	originFBD.t:tree	SACountFBD.t:tree	logP(mrca(LZ.prior))	height(Liangzhu)	
49	-1977.9907253357633	-1920.9894225316625	-57.001302804100845	-258.0400973711856	-1022.924036717288	-562.939968077726	-77.08532036546295	24.74801782576354	0.8018510006986207	0.9836269486546554	1.156355796850522	0.8818435135828695	0.4791879600370556	0.5208120399629412	0.7401895441747633	0.25981045582523554	0.852892769240154	0.14710723075984697	0.9399130381283354	0.060086961871663784	0.038738737306607464	-53.10948250599022	0.16621051426987285	0.7204588272690202	0.03758760174934692	28.98733894628434	0.0	-3.891820298110627	5.300000000000246	
50	-1977.9907253357633	-1920.9894225316625	-57.001302804100845	-258.0400973711856	-1022.924036717288	-562.939968077726	-77.08532036546295	24.74801782576354	0.8018510006986207	0.9836269486546554	1.156355796850522	0.8818435135828695	0.4791879600370556	0.5208120399629412	0.7401895441747633	0.25981045582523554	0.852892769240154	0.14710723075984697	0.9399130381283354	0.060086961871663784	0.038738737306607464	-53.10948250599022	0.16621051426987285	0.7204588272690202	0.03758760174934692	28.98733894628434	0.0	-3.891820298110627	5.300000000000246	
51	-1964.7442774350866	-1919.856806383083	-44.88747105200345	-259.78738258201895	-1024.3346831134556	-555.9268624249023	-79.80787826270611	13.432682038760122	0.5541232232814135	1.094251909913778	1.1606923793283808	0.6501610005701908	0.49105533851272576	0.5089446614872711	0.7229737679450005	0.277026232054999	0.8303918492623584	0.16960815073764227	0.9273654917708657	0.07263450822913337	0.05986770819179533	-40.995650753892825	0.42385209732107426	0.33372214243375947	0.17242364931023893	14.46347841835285	0.0	-3.891820298110627	5.3000000000002405	
52	-1974.36890280157	-1919.5852630880227	-54.783639713547174	-258.6126734710116	-1025.9563677080134	-558.1017005751658	-76.91452133383167	20.515226471169246	0.5557633015086846	1.0011854131965467	1.2773405758138885	0.8065634051879743	0.5431673456333077	0.4568326543666894	0.7278581898073806	0.2721418101926187	0.8415158699740881	0.1584841300259126	0.9242930004038307	0.0757069995961681	0.05171787942833774	-50.89181941543655	0.3959761322567913	0.2623746042507312	0.10239448705215093	21.689662913697433	1.0	-3.891820298110627	5.3000000000002405	
53	-1974.36890280157	-1919.5852630880227	-54.783639713547174	-258.6126734710116	-1025.9563677080134	-558.1017005751658	-76.91452133383167	20.515226471169246	0.5557633015086846	1.0011854131965467	1.2773405758138885	0.8065634051879743	0.5431673456333077	0.4568326543666894	0.7278581898073806	0.2721418101926187	0.8415158699740881	0.1584841300259126	0.9242930004038307	0.0757069995961681	0.05171787942833774	-50.89181941543655	0.3959761322567913	0.2623746042507312	0.10239448705215093	21.689662913697433	1.0	-3.891820298110627	5.3000000000002405	
54	-1974.36890280157	-1919.5852630880227	-54.783639713547174	-258.6126734710116	-1025.9563677080134	-558.1017005751658	-76.91452133383167	20.515226471169246	0.5557633015086846	1.0011854131965467	1.2773405758138885	0.8065634051879743	0.5431673456333077	0.4568326543666894	0.7278581898073806	0.2721418101926187	0.8415158699740881	0.1584841300259126	0.9242930004038307	0.0757069995961681	0.05171787942833774	-50.89181941543655	0.3959761322567913	0.2623746042507312	0.10239448705215093	21.689662913697433	1.0	-3.891820298110627	5.3000000000002405	
55	-1974.36890280157	-1919.5852630880227	-54.783639713547174	-258.6126734710116	-1025.9563677080134	-558.1017005751658	-76.91452133383167	20.515226471169246	0.5557633015086846	1.0011854131965467	1.2773405758138885	0.8065634051879743	0.5431673456333077	0.4568326543666894	0.7278581898073806	0.2721418101926187	0.8415158699740881	0.1584841300259126	0.9242930004038307	0.0757069995961681	0.05171787942833774	-50.89181941543655	0.3959761322567913	0.2623746042507312	0.10239448705215093	21.689662913697433	1.0	-3.891820298110627	5.3000000000002405	
56	-1971.6732436713041	-1919.2377220159942	-52.435521655309955	-252.92047808401338	-1026.009392254781	-562.4321230160093	-77.87572866119044	20.1148691309657	0.5392309488649591	0.9503786103325496	1.2789948813473404	1.2735837283257407	0.5767937036434235	0.4232062963565738	0.7135652639632397	0.28643473603675945	0.8208856537942967	0.179114346205704	0.8984857990382039	0.10151420096179506	0.04399137980576101	-48.543701357199325	0.2699583660308395	0.17958571137956733	0.21204103515696407	20.532578875502306	1.0	-3.891820298110627	5.300000000000248	
57	-1971.6732436713041	-1919.2377220159942	-52.435521655309955	-252.92047808401338	-1026.009392254781	-562.4321230160093	-77.87572866119044	20.1148691309657	0.5392309488649591	0.9503786103325496	1.2789948813473404	1.2735837283257407	0.5767937036434235	0.4232062963565738	0.7135652639632397	0.28643473603675945	0.8208856537942967	0.179114346205704	0.8984857990382039	0.10151420096179506	0.04399137980576101	-48.543701357199325	0.2699583660308395	0.17958571137956733	0.21204103515696407	20.532578875502306	1.0	-3.891820298110627	5.300000000000248	
58	-1971.6732436713041	-1919.2377220159942	-52.435521655309955	-252.92047808401338	-1026.009392254781	-562.4321230160093	-77.87572866119044	20.1148691309657	0.5392309488649591	0.9503786103325496	1.2789948813473404	1.2735837283257407	0.5767937036434235	0.4232062963565738	0.7135652639632397	0.28643473603675945	0.8208856537942967	0.179114346205704	0.8984857990382039	0.10151420096179506	0.04399137980576101	-48.543701357199325	0.2699583660308395	0.17958571137956733	0.21204103515696407	20.532578875502306	1.0	-3.891820298110627	5.300000000000248	
59	-1956.086506677371	-1919.089795545733	-36.99671113163794	-259.9714472147771	-1025.6687984493565	-556.3165428627581	-77.13300701884141	9.588364322357894	0.61481104183074	1.0433612820931668	1.1238646137909518	1.0978990634910928	0.5454354322719022	0.4545645677280952	0.7385331397467243	0.26146686025327504	0.8611529791389523	0.13884702086104841	0.9287004392984824	0.07129956070151632	0.07869731348339158	-33.104890833527314	0.5436248816545823	0.0732590498541685	0.441808631306413	15.915899362285895	1.0	-3.891820298110627	5.300000000000242	
60	-1965.307186281172	-1918.8325143555776	-46.47467192559452	-250.10786751516844	-1031.376687407077	-558.3926743750388	-78.95528505829304	18.305380655707065	0.6216211090727847	1.0129142505803594	1.2399342371240776	0.7152608914912534	0.5338956157649374	0.46610438423505957	0.7470049173602693	0.25299508263973	0.848803619981648	0.1511963800183525	0.9361305682528095	0.06386943174718927	0.05947895819741274	-42.58285162748389	0.24320520933807957	0.23700903115718755	0.23232430489911055	19.983474117438632	1.0	-3.891820298110627	5.300000000000246	
61	-1965.307186281172	-1918.8325143555776	-46.47467192559452	-250.10786751516844	-1031.376687407077	-558.3926743750388	-78.95528505829304	18.305380655707065	0.6216211090727847	1.0129142505803594	1.2399342371240776	0.7152608914912534	0.5338956157649374	0.46610438423505957	0.7470049173602693	0.25299508263973	0.848803619981648	0.1511963800183525	0.9361305682528095	0.06386943174718927	0.05947895819741274	-42.58285162748389	0.24320520933807957	0.23700903115718755	0.23232430489911055	19.983474117438632	1.0	-3.891820298110627	5.300000000000246	
62	-1978.2578480523496	-1918.7206084909578	-59.53723956139169	-247.07657766974685	-1033.640102533874	-559.953908276534	-78.05002001080294	20.43317127911635	0.5572840383930346	1.125650405007521	1.09892596815112	0.7060921490676801	0.4966791281926857	0.5033208718073121	0.7277155527401383	0.2722844472598611	0.8537790826240537	0.14622091737594695	0.9191390454487961	0.08086095455120298	0.04109607083886514	-55.645419263281056	0.20973498933153584	0.5122715761555523	0.12294445186437841	29.83054947129903	0.0	-3.891820298110627	5.300000000000249	
63	-1963.0216344048936	-1917.449616380886	-45.57201802400745	-259.9202553536508	-1019.235399869074	-559.9800961827302	-78.313864975431	14.148180267292648	0.5934799847457064	0.9562274537484899	1.2294289464124284	1.3304812612422596	0.5047737875075738	0.49522621249242393	0.7176669869078367	0.2823330130921628	0.8688901749968939	0.13110982500310694	0.8833824129052856	0.11661758709471337	0.05519865974894026	-41.68019772589682	0.4283643001947722	0.020860584571414115	0.2938375693657474	14.665488146455038	1.0	-3.891820298110627	5.300000000000246	
64	-1962.248645968139	-1917.429447044958	-44.819198923181204	-254.74533232715805	-1027.1248598042162	-559.7532970631397	-75.8059578504442	19.452177286095882	0.6654131323916535	1.0575817841123916	1.1024660986780996	0.9447458212951582	0.5093137397094232	0.490686260290574	0.7114123594487329	0.2885876405512665	0.8233762635325268	0.176623736467474	0.922522021081619	0.07747797891838021	0.06263847018990162	-40.927378625070574	0.14714612960224943	0.7100896957806652	0.023717210158152247	21.4968354540487	0.0	-3.891820298110627	5.300000000000249	
65	-1962.2754507249942	-1917.3252066440482	-44.95024408094602	-256.1128175705146	-1027.3530141183653	-558.5765337210983	-75.28284123407008	17.202382579266445	0.5326746107112446	1.0076647759744162	1.3025136277056548	0.6851145065440131	0.5183403490046607	0.48165965099533625	0.7230597052837519	0.2769402947162479	0.8341241352676212	0.16587586473237936	0.9084027902693083	0.0915972097306907	0.06914175605854131	-41.05842378283539	0.33234306372277056	0.36608465532271406	0.08892381546510611	24.0242854144279	1.0	-3.891820298110627	5.300000000000253	
66	-1958.4884322666312	-1917.2024764842427	-41.28595578238857	-259.59384942223704	-1022.8854026286429	-557.871402673666	-76.85182175969648	18.28400247478693	0.6270056009020888	1.0205330595289082	1.2369971442792695	0.6510956435111384	0.4792152787001071	0.5207847212998907	0.7009563463854356	0.2990436536145635	0.8443612236450685	0.15563877635493203	0.9207028980756902	0.07929710192430896	0.07377295485326868	-37.39413548427794	0.18861597509937988	0.8195445338508149	0.006699337375496935	24.878507770344505	1.0	-3.891820298110627	5.300000000000249	
67	-1963.1301503195336	-1916.947480659822	-46.182669659711664	-249.58132613220485	-1031.8595236020963	-559.119251630429	-76.38737929509197	16.93641640345436	0.6450012137204602	1.0514337154026514	1.1653215063819875	0.7207979879723816	0.503151544829918	0.49684845517007914	0.7047701951297934	0.29522980487020606	0.8489379102447606	0.15106208975524013	0.9202272610969761	0.07977273890302303	0.0513561764147897	-42.29084936160104	0.25459371534819847	0.3355897229947041	0.06368132624669236	17.191146657333448	1.0	-3.891820298110627	5.300000000000249	
68	-1963.1301503195336	-1916.947480659822	-46.182669659711664	-249.58132613220485	-1031.8595236020963	-559.119251630429	-76.38737929509197	16.93641640345436	0.6450012137204602	1.0514337154026514	1.1653215063819875	0.7207979879723816	0.503151544829918	0.49684845517007914	0.7047701951297934	0.29522980487020606	0.8489379102447606	0.15106208975524013	0.9202272610969761	0.07977273890302303	0.0513561764147897	-42.29084936160104	0.25459371534819847	0.3355897229947041	0.06368132624669236	17.191146657333448	1.0	-3.891820298110627	5.300000000000249	
69	-1970.63222591355	-1916.4270586176601	-54.20516729588989	-259.1698818055613	-1023.9098619174107	-557.4699273363382	-75.87738755834998	19.104253804874904	0.5756985212040722	1.0546147779591197	1.1591480429531207	0.9290820362488663	0.4774184853535995	0.5225815146463983	0.6904408637286802	0.3095591362713189	0.8632520797391792	0.1367479202608217	0.9049681033151896	0.09503189668480967	0.054949360403144305	-50.31334699777927	0.16585518842231434	0.2954848169719078	0.017887878730194984	37.51892772072412	1.0	-3.891820298110627	5.300000000000249	
70	-1960.5419392547258	-1916.3694475186705	-44.17249173605518	-258.68261087733515	-1024.549783654743	-556.0554412549546	-77.08161173163782	13.55443720297229	0.5812574988792406	1.0049606611966633	1.238794509034829	0.9060093483445226	0.495071636180721	0.5049283638192766	0.6967728482775285	0.3032271517224702	0.8483398142876947	0.1516601857123064	0.907842621269099	0.09215737873090005	0.05775975906380473	-40.280671437944555	0.3209823320718264	0.1900696444185069	0.24029736881526018	17.90936625327149	1.0	-3.891820298110627	5.3000000000002565	
71	-2008.836698128445	-1915.12297127709	-93.71372685135498	-256.9125128786548	-1022.9852561807947	-557.6958402481404	-77.52936196950023	77.11201342460039	0.6350537384604389	1.036817435683912	1.1518706163926935	0.9445698917230683	0.45100595220055206	0.5489940477994456	0.6813207208406372	0.3186792791593609	0.8598199792170634	0.14018002078293737	0.9242181711108662	0.07578182888913294	0.011160224261792034	-89.82190655324435	0.0432560683558894	0.5466039964844334	0.04307702531286636	80.53447675214572	0.0	-3.891820298110627	5.300000000000267	
