group,age
Tai-Yay,1.9353711422264004
Kra-Dai,4.9756722859851985
Kam-Tai,2.545466380470334
Tai-Yay,1.5740795145292994
Kra-Dai,5.737233437584733
Kam-Tai,2.733291786715788
Tai-Yay,1.7376039823068106
Kra-Dai,3.839329064857658
Kam-Tai,2.545005419702479
Tai-Yay,1.6297247208382042
Kra-Dai,5.494037706925286
Kam-Tai,3.2097375647362765
Tai-Yay,1.976417485357048
Kra-Dai,4.489144661778682
Kam-Tai,2.6613900152573313
Tai-Yay,1.7664927748150658
Kra-Dai,4.823781823195421
Kam-Tai,2.271357974618871
Tai-Yay,1.5754745049016643
Kra-Dai,3.6456107075099777
Kam-Tai,2.298975560239913
Tai-Yay,1.6327848400819938
Kra-Dai,4.957113390181109
Kam-Tai,3.697129306379281
Tai-Yay,2.0185658507689657
Kra-Dai,2.612719284699626
Kam-Tai,2.025613708841124
Tai-Yay,1.7143440192518808
Kra-Dai,3.8887899072156675
Kam-Tai,2.727084522280931
Tai-Yay,1.7381562190475202
Kra-Dai,3.408649475395478
Kam-Tai,2.3157059920448098
Tai-Yay,1.8060712691722367
Kra-Dai,4.533765125502129
Kam-Tai,3.375569718246241
Tai-Yay,2.7002003850674723
Kra-Dai,3.874535985357818
Kam-Tai,3.874535985357818
Tai-Yay,2.666290360846411
Kra-Dai,4.1948913564808485
Kam-Tai,2.76189918050611
Tai-Yay,1.9602083489662574
Kra-Dai,4.896215674485406
Kam-Tai,3.727110683046482
Tai-Yay,2.4646831522758155
Kra-Dai,6.131765782641692
Kam-Tai,3.733338071101137
Tai-Yay,2.6101877022811224
Kra-Dai,5.928994665114649
Kam-Tai,5.334920627203872
Tai-Yay,2.222720180280938
Kra-Dai,7.465315015761135
Kam-Tai,5.000905189622545
Tai-Yay,2.8115432760640697
Kra-Dai,4.739597682118632
Kam-Tai,4.596649194478286
Tai-Yay,2.149213181947108
Kra-Dai,4.863425021862138
Kam-Tai,2.668812675200842
Tai-Yay,1.8997025969423853
