cogid,concept_id,concept,BeChengmaiMY,BeChengmaiYL,BeHaikouCL,BeHaikouRS,BeJizhao,BeLinGaoLC,BeLinGaoXY,BeQiongshanLQ,BeQiongshanLT,HlaiBaisha,HlaiBaoding,HlaiBaoting,HlaiChangjiang,HlaiCun,HlaiHeitu,HlaiJiamao,HlaiNadou,HlaiQiandui,HlaiTongza,HlaiXifang,HlaiYuanmen,HlaiZhongsha,KraBuyangBH,KraBuyangEC,KraBuyangLJ,KraBuyangYR,KraGelaoAS,KraGelaoDF,KraGelaoMJ,KraGelaoZF,KraLachi,KraLaha,KraPubiao,KsBiao,KsChadong,KsJin,KsKamJP,KsKamLP,KsKamRJ,KsKamTZ,KsLakkia,KsMak,KsMaonan,KsMulam,KsSuiDS,KsSuiDY,KsSuiLB,KsSuiSD,KsThen,TcCaoBanTai,TcDaxin,TcDebao,TcFusui,TcLongAn,TcLongzhou,TcQinzhou,TcShangsi,TcWenma,TcYanshan,TcYongning,TnDonglan,TnDuAn,TnFengshan,TnHengxian,TnHuishui,TnLianshan,TnLibo,TnLiujiang,TnLuodian,TnPanxian,TnPingguo,TnQianxi,TnQiubei,TnSaek,TnShuicheng,TnTiandong,TnWuming,TnZhenfeng,TnZhenning,TswAhom,TswAiton,TswBangkok,TswChiangmai,TswHsipaw,TswJinghong,TswJinping,TswJinsha,TswKhuen,TswKorat,TswLao,TswLuchun,TswMaguan,TswMangshi,TswMenglian,TswNgheAn,TswPhake,TswSongkhla,TswTaunggyi,TswThaiTrang,TswWuding,TswYuanjiang,TswYuanyang
N070,S012,burn tr.,,,,,,,,,,,raŋ1,,,,tshɯːŋ1,[haːŋ1],lanʔ4,ʔiaŋ1,raŋ4,ʔiŋ1,,raŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daŋ3,,,daŋ1,naŋ1,daŋ1,,daŋ1,,,,,,dɑŋ5,,,,dɑŋ4,dɑŋ5,,dɑŋ5,daŋ1,,dɑŋ3,daŋ4,,dɑŋ4,dɑŋ4,,,,,,,,,,,,,,,,,,,,,,,
N071,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com6,,,,,,,,,,,,,,,,,,,,,,šɔm6,,,,,,,,ɕom6,,,,,ɕom6,,,,,,,,,,,,,,,,,,,,,,,,,,
N072,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laːk10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N073,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mai,,,mai5,,,,,,,,,,,,,mai³,,,het4mai6,,,
N074,S012,burn tr.,,,,,tso1,,,,,tshoy3,tshuy3,tshuy3,tshuy3,tshɔy3,tshuy3,tsey1,soy3,tshuy3,tshuy3,tshuy3,tshow3,tshuy3,,,,,,,,,,,,cau2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,co5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N075,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,pei4,plan3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N076,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cu2,,ci31ʔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N077,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pe55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N078,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,ɔ322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N079,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,tut54po11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N080,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,ҫa53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N081,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,ŋuːn33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N082,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,ntei2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N083,S013,claw(nail),zip8mɔ2,zip8,ziap8,zip8mɔ2,,lip8,lip8mɔ2,zɐp8,zɐp8,lip8,liːp7,liːp7,lip7,lip2,liːp7,lep7,liʔ4,liːp8,liːp7,lip7,lip8,liːp7,Gap55qɛ322,lip33,qa0lip11,lɛp31,phei3klei3,ma1ʔle3,mi1ʔle2,mo4ke4,lɛ33,lup34kləp31,,liːp7,,zip7,ljap7,ljəp7/9,ȵəp7,ȵap7,pliːp7mie2,zip7,ʔdip7,nja2nap7,ɕap7mja2,lip7mia1,ʔnjɐp7toɐŋ1,ljɐp7tɔŋ1,rip7,,leːp8,lɔːp8,,,liːp8mɨ2,lip7,lip8,lɛ2,liap8,,lip8,rip8,lit2fɨŋ2,ðip8,,jip8,rip8,hip8,zip2,jep7,rit8,zɯp8,θip8,liːp53,zə6,lit8,,zip8,jip8,lip,lip1,lep4,lep6,nep5,lep8,lep8,,lɛp5,lep4,lep7mɨə5,,lit8,lep8,nep8,leːp4,net⁴,lɛp4,nep5,lup4,,lɛt8,
N084,S013,claw(nail),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puːŋ2,puːŋ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N085,S013,claw(nail),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liŋ4,,lin4
N086,S013,claw(nail),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mhi1kai6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N087,S013,claw(nail),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kan53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N088,S014,cloud,ɓa4,ɓa4,ɓa4,ɓa4,van1va4,ɓa4,ɓa4,ɓa4,ɓa4,faː3,faː3,,faː3,,,pow1,,,faː3,faː3,fhaː3,faː3,,,,,tən2pau2,fu4,pu2tau1,tu4lu4pu1,,,,,fa3/hwa3,va6,kwa3,ma3,ma3,kwa3,fa3,va6,fa3,kwa3,tam5,hwa3,wa3,fa3,,pha5va4,pha3,wən2pha3,phɯ3,phɯ3,pha3faʔ4,phü3,phy3,muä5(?),phat7fa4,phi5,wu3,hu3,vɨa3,fə3,vu3,hu3,hɯ3,hu3,vɯə3,fu3,fɨ3,vu3,ɣu3,via3,fu3,fia3,fɯ3,vu3,vu3,,pha3,,,mɔːk2fa5,fa3,fa3,fa3,,,,fâ3,fa3,,,fa5,mauk¹ phā⁴,,pha5sau4,tɔn5xa3,fa3,fa3,fa3
N089,S014,cloud,,,,,,,,,,,,,,,,,,,,,,,mok11,la0mok31,la0muk11,mɔk31kwan53,,,,,ka33m33tjɔ,mŭk35,qa33muak45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meːk53,,,,,,"mok, bok",,meːk3,meːk4,,,,,meːk4,meːk4,mek4,,,mɔk9,mɔk9məi1,,mauk¹,meːk4,,,,,
N090,S015,cold,nit7,nit7,nit7,nit7,,nit7,nit7,nit7,nit7,,,,,,,,,,,,,,,,,,,,,,,,,,,ȵit7,,,,,,ȵit7,,ńit7,ȵiːt7,ȵit7,ʔȵit7,ʔȵiːt7,ȵit10,,,,,nit7,,nit7,,,,,,nit7,,nit7,nit7,,,,nit7,nət7,nit7,nɯt7,,,nə5,,nit7,nɑt7,nət7,,,,,,,,,,,,,,,,,,,,,,,
N091,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,šeŋ4,,,,,,ɕeŋ4,tɕiaŋ4,,,,seːŋ212,tɕiaŋ3,,,ɕeŋ4,ɕeŋ4,,,,,,,,,,,,,,,,,,,,,,,
N092,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeːn3,,,,,,,,jin1,,jan1',,,,,,,,,,,,,,jen1,,,,,,,,jen1,jen2,,jin1,,,,,jen11,,,,,zen1,,jen3,,,,jen1,
N093,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daːŋ3,daːŋ3,,,daːŋ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daŋ3,laːŋ3,,,,,,,,,
N094,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsip7,tsap7,,ćip7,tsip7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N095,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cĩːt9,,,,,,,,,,kat7,kat7,kat7,,kat7,,toːt9,kɛ4,ćhit7,,kjot7,kjat7,,kat7,,kjät7,,kwat7,tɕɔt7,kuɑt7,kjot7,,ćiat7,,,ćot7,kjat7,,tɕɑt7,,kat1,,,kat1,kat7,,,kat1,,,ka3,kat7,kat7,kât10,,,,kat1,,kat7,kat7,kat7
N096,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nho1,,,,,,,,,,,,,,no1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nav, da",,naːu5,,,,,nau1,,naːu1,naːw1,,,,,,nāu⁶,,,naːu1,,,
N097,S015,cold,,,,,,jum2冷或凉,zum2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,haːm2,,,,haːm2,,,jaːm2,,,,,,,,,,,,,,,,,,,,,,,,,,xɨm2,,,,,,,,,,,,,,,,
N098,S015,cold,,,,,ɗoʔ7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ljaʔ25,l̥jɐk7/9,ljak7',ljaʔ5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N099,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaːm5,,,,,,,,,,,,,,,,,,,,,,,,,haːm5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N100,S015,cold,,,,,,,,,,khaːy2,khaːy2,khaːy5,khaːy2,,khaːy2,khɯay1,khay2,khaːy5,khaːy5,khaːy2,khuay5,khaːy2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N101,S015,cold,,,,,,,,,,xaŋ1,gan1,han4,gaŋ4,han4,(gan1),,,han4,gan4,xaŋ1,tsan4,gan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N102,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suat45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N103,S015,cold,,,,,,,,,,,,,,,,,,,,,,,kɔŋ45,,,,,,,,kwaN33,kaŋ35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N104,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,a0ʔbɔt55,qa0ʔbɔt11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N105,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,net53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N106,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ka0ji2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N107,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,cən1,se3,,ćiŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N108,S015,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ðaːŋ53,,,,,,,,,,,ɣaːŋ5凉,ɣaːŋ5凉,laːŋ5ʔɐŋ1凉,ɡaːŋ5凉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N109,S016,come,ɗɔŋ1,ɗɔŋ1,ɗɔŋ1,ɗɔŋ1,,ɗɔŋ1,ɗɔŋ1,ɗɐŋ1',ɗoŋ1,,,,,,,,,,,,,,,ʔdɔŋ24,,ʔduə53,,luŋ2,do1,,,,,caŋ2,taŋ1,,,,,,taŋ2,,taŋ1,taŋ1,taŋ1,,tɐŋ1,tɐŋ1,taŋ1,thəŋ2,thɯŋ1,thaŋ2,,taŋ2,thəŋ1,,,thɛ̃2,thaŋ1,taŋ2,taŋ2,taŋ2,,taŋ2,tɑŋ2,taŋ2,tɑŋ2,taŋ2,tɑŋ2,tɑŋ2,taŋ2,tɑŋ2,taŋ2,tʰaŋ2,tɑŋ2,taŋ2,taŋ2,tɑŋ2,tɑŋ2,thong,,,,,,,,,,,,,,,,,,,,,,
N110,S016,come,nia2,nia2,nia3,nia3/nia2,ma2,mia2/nia2,nia2,nia2,niaʔ8,paɰ1,pəɰ1,p[aːy]4,pəɰ1,,məɰ1,pəː4,pɛʔ4,phəɰ4,p[aː]ɰ4,paɰ1,paɰ4,pəɰ1,,,ma54,,mu5,,,mu4,,,mhe53,,m̥o1,m̥a1,ma11,m̥a1,ma11,ma1',,m̥a1,ma1,m̥a1,,,,,,,ma2,ma2,ma2/mɯ2,ma1,ma2,ma1,ma2,mo2,ma2,ma1,,ma1,ma1,ma1,,,,ma1,,,,,ma1,ma212,,,ma1,,,ma,ma2,ma1,ma2,ma1,ma2,ma2,ma2,ma1,ma2,ma4,mâ2,ma2,ma2,ma2,ma2,mā²,ma3,ma1,ma4,ma2,ma2,ma2
N111,S016,come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tau3,,tou3,,,,tou3,tau3,tau3,tau3,tau3,tɑu3,tau3,tɑu3,tau3,tɑu3,thɑu3,tau3,tɑu3,tau3,,thɯ3,tau3,tau3,tɑu3,tɑu3,,,,,,,,,,,,,,,,,,,,,,,
N112,S016,come,,,,,,,,,,ph[əː]1,pɯːn1,pɯːn4,pɯŋ4,ɓən4,mɯːn1,mɯŋ4,pɛnʔ4,phɯːn4,pɯːn4,pɯŋ1,phəɰ[ʔ]7,pɯːn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N113,S016,come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khau32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N114,S016,come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ti11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N115,S016,come,,,,,,,,,,,,,,,,,,,,,,,nɔ31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N116,S017,die,,,,,,,,,,ɬaːw2,ɬaːw2,ɬaːw2,,,ɗaːw2,,,,,,,ɬaːw2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N117,S017,die,ɗai1,ɗai1,ɗai1,ɗai1,ɗai1,ɗai1,ɗai1,ɗai1,ɗai1,zuy3,,ɬuːy4,,,,,,ɬuːy4,ɬuːy4,,zuy6,,,,,,,,,,,,tie53,sa1,tai1,tai1,təi1,təi1,tai1,tǝi1,plei1,tai6,tai1,tai1,tɜi1,tai1,tɜi1,tɜi1,tai1,thai2,haːi1,thaːi2,thaːi1,thaːi1,haːi1,thaːi1,thaːi1,thâ2,thaːi1,thaːi1,taːi1,taːi1,taːi1,taːi1,tai1,taːi1,tai1,taːi1,tai1,te1,taːi1,tai1,taːi1,praːj23,tai1,taːi1,ɣaːi1,tai1,te1,tai,taːi2,taːi1,taːi1,taːi3,taːi1,taːi1,tai6,taːi3,taːi1,taːi4,tâi2,taːi1',taːi6,tai6,taːi1,tāi²,taːi2,taːi3,taːi1,tai1',haːi1,taːi1
N117b,S017,die,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khoi,,,,,,,,,,,,,,,,,,,,,,
N118,S017,die,,,,,,,,,,,hɯt7,,h[ɯ]ʔ7,chɔːt33,,,hɛʔ4,,,h[ɔ]k7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N119,S017,die,,,,,,,,,,,,,,,,,,,,,,,pwan322,,,,pei4/pəɨ4,,plan1,pəŋ1,phiN55,phən31ʔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N120,S017,die,,,,,,,,,,,,,,,,,,,,,,,,laːm33,laːm312,lem31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N121,S017,die,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋun2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N122,S018,dog,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,paː1,paː1,paː4,paː4,,maː1,pow4,paʔ4,phaː4,paː4,paː1,paː4,paː1,ma31,,,,mpau2,ʔuŋ1,maɨ1,hən1,li55m55,ma34ʔ,mha53,ma1,mha1,m̥a1,kwa11,khwa1,ŋwa11,kwa1',khu1,m̥a1,ma1,ŋa1,hwã1,hwã1,m̥a1,m̥a1,ma1,ma2,ma1,ma1,ma1,ma1,ma1,ma1,ma1,mo1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma1,ma212,ma1,ma1,ma1,ma1,ma1,ma,ma1,ma5,ma1,ma3,ma1,ma1,ma1,ma3,ma1,ma1,mâ1,ma1,ma1,ma1,ma1,mā⁶,ma1,ma3,ma1,ma1,ma1,ma1
N123,S018,dog,,,,,,,,,,,,,,khak21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N124,S018,dog,,,,,,,,,,,,,,,,,,,,,,,,li0oi33,li0qoi24,uːi53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N125,S020,dry,,,,,,,,,,khaɰ2,khaɰ2,khaɰ5,khaɰ2,khɔː5,khəɰ2,khaː1,khaw2,khaɰ5,khaɰ5,khəɰ2,khaɰ5,khaɰ2,gɦa33,ha53,,khɔ33,,həu3,,,ku44,haːu35,kɨa213,θaːi5,,ȶhəu5,,,,,hjaːu5,ȶhəu5,chiːu5,,khiu5,khiu5,siu5,siu5,kheu5,haːu5,khaɨ5,haːu3,hɯi5,hɯi5',khaɨ5,,hoːy5,chəu3,khaɨ5,,həɨ5,həɨ5,,hə5,ɣɯ5,hä5,hɯ5,hə5,ɦɯ5,hə5,həɨ5,ɣɯ5,ɣəɨ5,hɯː6,,hɨ5,haɯ5,ɦɯ5,ɣə5,,,,,,,xaɨ5,,,,,,xaɨ5,,,,khaü¹,,,khaɨ5,,xaɨ5,
N126,S020,dry,ziaŋ3,ziaŋ3,ziaŋ3,ziaŋ3,ɬyɔŋ3,liaŋ3,liaŋ3,ziaŋ3,ziaŋ3,,,,,,,,,,,,,,,,,,,,,,,,,hɔŋ5,hɔːŋ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hɛːŋ3,,,,,,hing,hɛŋ3,hɛːŋ3,hɛːŋ5,hɛːŋ4,hɛŋ3,,hɛaŋ3,hɛːŋ6,hɛːŋ3,hɛːŋ5,heŋ3,,hɛŋ3,hɛŋ3,,haiŋ³,hɛːŋ5,hɛːŋ4,,hɛŋ3,,
N127,S020,dry,sɔu1,sɔu1,seu1,sɔu1,,so1,sɔu1,,sua3,ɗaːw1,ɗaːw1,ɗaːw1,,,,,,ɗaːw1,ɗaːw1,ɗaːw1,ɗaːw1,ɗaːw1,,,ðɔ11,,sei2,,sei3,so4ca1,,,,,hjo1/khu1,ju1,ho3,so3,so33,so3,khjo3,zu1,sɔ3,khɣɔ3/khu1,,,,,tho3,,,,,,,ho4,,,,ho1',lo2,ro1,lo2,ðu2,zo2,,ro2,hjo2,zo2,juə2,ro2,zo2,ðuə2,kho212,zu2,lo2,kjo1,zo2,juə2,,,,,,,,,,,,,,,,,,,,,,,
N128,S021,ear,sa1,sa1,ɓɑi2sa1,ɓai2sa1,la2,sa1,sa1,sa1,sa1,zay1,zay1,ɬay4,zay4,lay4,zay1,,[n]ayʔ4,ɬay4,ɬay4,zay1,tsay4,zay1,ðɛŋ322ka322,ʔbaːi55ta0ð,ta0ða312,hrau31,za2,pa1ʔa1źəu,,co1,,khśa34ʔ,qə0a33,ho2,pe4khja1,ȶha1,ka11,kha1,kha11,ka1',kan3ja2,ȶha1,kha1,khɣa1,kha1,kha1,qha1,qha1,kha1,su2,hu1,khjou2,lɯ2,hlɯ2,pi1hu1,lü2,ly2,khu2,ćhu1,hli2,lɨ2,rɨ2,lɨa2,ðə2,zɯ2,jä2,ɣɯ2,hjɨ2,zie2,ji2,rɨ2,zɯ2,θɨ2,rua55,,lia2,ɣɯ2,zi2,ji2,ru,,hu5,hu1,hu3,bin3hu1,vaɨ1hu1,hu2hu1,hu3,hu1,hu1,haɨ1,hu1,min3hu1,vɔŋ3hu1,hu5, hū⁶,hu1,hu3,hu1,hu1,chu1,hu1
N129,S021,ear,,,,,,,,,,,,,,,,kɨ31kɔ55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N130,S021,ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,li55pu33lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N131,S021,ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pa2wi1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N132,S022,earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naːm6,,,,,naːm6,,,,,,,,naːm6,,,,,,,naːm6,,naːm6,naːm6,naːm6,naːm6,nam6,naːm6,nam6,naːm6,nam6,nam6,naːm6,nam6,naːm6,,naŋ6,naːm6,,nam6,nam6,,,,,,,,,,,,,,,,,,,,,,,
N133,S022,earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom2,tum1,,tum1,tom1,tum1,tum1,tom1,,,tam1,,,,,,,,,,,,,,,,,tom1,,,,,,,,,,,,,,,,,,,,,,,,,
N134,S022,earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dən1,,,,,,,,,,,,,,,,din1,,,,,,"nin, din",nin2/din2,din1,khi5din2,lin3,din1,lin1,lin6,lin1,din1,din4,liŋ1,din1',lin6,lin6,lin1,nin²,din2,liːn3,din1,lin1',lin1',lin1'
N135,S022,earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khəm5,l̥əm5,,,,,,ləm5,khəm5,,hom5,hom5,khəm5,hom5,ləm5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N136,S022,earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tho3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N137,S022,earth,mat8,mat8,mɑt8,mat7leŋ1,mat10,mat8,mat8,mɐt8',mɐt8',,,,,,,,,,,,,,,,,,,,,,,,,,,,,mak10(provisional),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N138,S022,earth,,,,,,,,,,,,,,,ren1,len4,,,,ɣaŋ1,,ran1,,,,,,ljuŋ1,lu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N139,S022,earth,,,,,,,,,,pleʔ8,pleːk7,pleːʔ7,peːʔ7,,,lɯa5,pjɛʔ4,peːʔ7,pleːʔ7,plɯː2,,leːʔ7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N140,S022,earth,,,,,,,,,,faŋ1,van1,fan4,,baːn3,,,vanʔ4,fan4,fan4,,fan4,,,,,,,,,,,,,phen3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bal24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N141,S022,earth,,,,,,,,,,,,,,,,,,,,,,,an45,ɔt55,ɔt11,ut53,,,,,o33,,uət33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
