#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:tree" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:tree" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.kd-lngs_pruned_filtered" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:tree" name="distribution" x="@BDBirthRate.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:tree" name="distribution" x="@BDDeathRate.t:tree">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="bcov_alpha_prior.s:kd-lngs_pruned_filtered" name="distribution">
#            <parameter id="bcov_alpha.s:kd-lngs_pruned_filtered" lower="1.0E-4" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="bcov_s_prior.s:kd-lngs_pruned_filtered" name="distribution">
#            <parameter id="bcov_s.s:kd-lngs_pruned_filtered" lower="1.0E-4" name="x" spec="beast.core.parameter.RealParameter" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter" upper="0.0">0.05</parameter>
#                <parameter id="RealParameter.1" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter" upper="0.0">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="Li.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Li" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="HlaiBaisha" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="HlaiQiandui" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="HlaiXifang" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="HlaiZhongsha" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.26" lower="0.5" name="distr" upper="1.5"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.kd-lngs_pruned_filtered" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@kd-lngs_pruned_filtered" excludeto="1" filter="-" id="orgdata.kd-lngs_pruned_filtered" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="SiteModel.s:kd-lngs_pruned_filtered" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:kd-lngs_pruned_filtered" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:kd-lngs_pruned_filtered" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:kd-lngs_pruned_filtered" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel alpha="@bcov_alpha.s:kd-lngs_pruned_filtered" id="covarion" spec="beast.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:kd-lngs_pruned_filtered">
#                    <parameter dimension="2" id="frequencies.s:kd-lngs_pruned_filtered" lower="0.0" name="vfrequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5 0.5</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:kd-lngs_pruned_filtered" lower="0.0" name="hfrequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@kd-lngs_pruned_filtered" estimate="false" id="dummyfrequencies.s:kd-lngs_pruned_filtered" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.kd-lngs_pruned_filtered	TreeHeight.t:tree	mutationRate.s:kd-lngs_pruned_filtered	bcov_alpha.s:kd-lngs_pruned_filtered	bcov_s.s:kd-lngs_pruned_filtered	frequencies.s:kd-lngs_pruned_filtered.1	frequencies.s:kd-lngs_pruned_filtered.2	BirthDeath.t:tree	BDBirthRate.t:tree	BDDeathRate.t:tree	logP(mrca(Li))	mrca.age(Li)	clockRate.c:clock
19910000	-1701.4361436483155	-1664.0138710633018	-37.42227258501373	-1664.0138710633018	6.627880910100357	1.0	0.006632220463705438	0.5234106792469815	0.6533191768893278	0.34668082311067266	-27.993187223620016	0.30013317717264765	0.5790355992671699	0.0	0.8189592719583545	0.08010336269330415
19920000	-1696.5666204324198	-1664.7207641187097	-31.84585631371004	-1664.7207641187097	5.603923093991107	1.0	0.023027406090496225	0.5048853254924722	0.6407996125485714	0.359200387451429	-22.45285680251661	0.6921079164105485	0.2765714992442052	0.0	0.5150923857923257	0.1377600669255501
19930000	-1704.9787369679675	-1667.2051677598067	-37.77356920816067	-1667.2051677598067	8.292545341106454	1.0	0.06709487945733163	0.3650612219474283	0.6407996125485714	0.359200387451429	-28.702605048979414	0.46722697116143097	0.3894909860518849	0.0	0.7552484893306146	0.08622774423942044
19940000	-1705.0160075941506	-1668.0952126713933	-36.92079492275728	-1668.0952126713933	7.814951940399153	1.0	0.035833598991323636	0.5963697085657105	0.627649339522369	0.3723506604776314	-27.360443980672784	0.23870789362139294	0.7350709182303677	0.0	0.7177703238414592	0.08869628048574824
19950000	-1700.5514703464066	-1666.9223127569555	-33.62915758945109	-1666.9223127569555	6.474765534048972	1.0	0.04972801289636977	0.36648097713647015	0.6923905675169114	0.30760943248308886	-24.554363987029447	0.5223561425381228	0.5258300867102588	0.0	0.5673596812173047	0.12137425210967748
19960000	-1695.446401479504	-1665.458210842612	-29.98819063689199	-1665.458210842612	5.161988499038986	1.0	0.03372055970985813	0.39349475947358875	0.6470726357217641	0.35292736427823623	-20.843130578756423	0.49505272505727704	0.5029853263531225	0.0	0.519671564144799	0.1293435737346497
19970000	-1696.7233753664113	-1665.999368336992	-30.724007029419496	-1665.999368336992	5.146247710874036	1.0	0.007568702331842977	0.37407116575029303	0.6290005154104771	0.3709994845895233	-21.628979934229463	0.6704481432497544	0.336164252154837	0.0	0.5019139752005418	0.14819288259189095
19980000	-1710.5662280997617	-1670.85946684668	-39.70676125308171	-1670.85946684668	8.787484800304755	1.0	0.027824324472566084	0.6338124189972915	0.6356535647601406	0.3643464352398598	-30.08481840204005	0.2436365852654968	0.5961241700006868	0.0	1.03672572564087	0.0694571107748638
19990000	-1715.1544003021368	-1668.214806327702	-46.93959397443465	-1668.214806327702	13.77571004855163	1.0	0.01570653745343825	0.5016770485345301	0.642928877892672	0.3570711221073284	-37.552971296029405	0.24786215433766914	0.22437621861670745	0.0	1.4832047555146621	0.048479380771920884
20000000	-1710.078363662339	-1667.8855040738742	-42.19285958846467	-1667.8855040738742	10.423184926141444	1.0	0.009877354452012193	0.2863252628313941	0.6645756177165598	0.3354243822834407	-33.36055881766142	0.4241714168403423	0.18705668988595475	0.0	0.7753059309541834	0.08848524496639934
20010000	-1701.703422751826	-1663.3391741820938	-38.364248569732275	-1663.3391741820938	8.60994196770299	1.0	0.009877354452012193	0.3151688966388712	0.6717991890755782	0.3282008109244223	-29.437882219226232	0.2855960842254046	0.6685990509881763	0.0	0.727292959650119	0.08631993282869749
20020000	-1712.7728260331064	-1670.7449463578384	-42.0278796752679	-1670.7449463578384	9.597744724555222	1.0	0.024918739312268498	0.5062694342194343	0.6717991890755782	0.3282008109244223	-32.63214095624316	0.24339360679117156	0.19172389874661652	0.0	0.9498898874979874	0.06397030618443393
20030000	-1703.8391503405026	-1666.6193284363326	-37.21982190416991	-1666.6193284363326	6.136850966180642	1.0	0.06515835196810339	0.5892693701075082	0.6521910246842291	0.34780897531577143	-27.67155950444261	0.41469344213689174	0.7726949649895628	0.0	0.60409964210188	0.09627107164120786
20040000	-1695.557773978543	-1661.370200735657	-34.18757324288623	-1661.370200735657	5.676440356790946	1.0	7.617893425053184E-4	0.5165016121831242	0.6328181911975869	0.36718180880241374	-24.77180237259704	0.6043328075462383	0.20228915092770303	0.0	0.5440679168148242	0.10975177208383648
20050000	-1699.6829163273487	-1660.321610985437	-39.361305341911645	-1660.321610985437	8.289048749247511	1.0	4.3692466741329574E-4	0.5574729894410595	0.6530536075174541	0.3469463924825465	-29.868918473225893	0.2562276993325355	0.790286913907203	0.0	0.911083303023037	0.07877168904158838
20060000	-1713.014330820392	-1668.1369602244772	-44.87737059591482	-1668.1369602244772	12.506313670378294	1.0	0.002949150881635522	0.39379704152837486	0.6754131786087928	0.3245868213912078	-35.731550801236985	0.3441772415400152	0.39040818826406626	0.0	1.039102360017712	0.054654475722062286
20070000	-1705.2293529692352	-1668.3541679101656	-36.87518505906958	-1668.3541679101656	9.774262378313061	1.0	9.960451940335233E-4	0.4800137711188482	0.6882314798882502	0.31176852011175044	-27.532663408651903	0.16580537275692725	0.7344102354702573	0.0	0.7370549953983622	0.09695195631379333
20080000	-1697.0297833405175	-1665.1257167700337	-31.90406657048372	-1665.1257167700337	5.223271028149659	1.0	0.01413691486123409	0.6923791144672333	0.6199437151299738	0.3800562848700269	-22.192305463453117	0.5346766760247817	0.4667391773823729	0.0	0.6750871822395559	0.1212912042836813
20090000	-1705.383119386748	-1662.490436913937	-42.89268247281102	-1662.490436913937	11.659246851891455	1.0	0.014118772990376942	0.34807651202543594	0.6484695626026603	0.3515304373973404	-33.86867740009506	0.33705919664363104	0.47284086007700526	0.0	0.7498698395435749	0.07666925699613478
20100000	-1721.7698609651127	-1671.779552709693	-49.99030825541959	-1671.779552709693	15.919242504467455	1.0	0.04709351194203895	0.30550170154761436	0.6618192091972739	0.3381807908027311	-41.0945042847197	0.20013892947281817	0.5112294623167688	0.0	1.362737859091227	0.04545568145115492
20110000	-1691.2661034999767	-1659.4075400363918	-31.858563463584808	-1659.4075400363918	6.111098583687558	1.0	0.012980880034978649	0.4037024239373555	0.6716457637490758	0.32835423625093146	-22.688152871003304	0.35664826718376014	0.5396101983659733	0.0	0.5332688351932039	0.12263594797484002
20120000	-1706.3815061137273	-1668.8211816763612	-37.56032443736605	-1668.8211816763612	7.7908008102941855	1.0	0.021625530541921376	0.4037024239373555	0.6338055730789555	0.3661944269210519	-28.38991384478454	0.3361867435701674	0.6220874227810018	0.0	0.7670084338689134	0.09477071635255965
20130000	-1711.7456613223762	-1664.2910632416917	-47.45459808068453	-1664.2910632416917	11.69459854195847	1.0	0.0016475095751742655	0.4725853700842109	0.6569447691867307	0.34305523081327666	-38.12763583638709	0.17179985439437268	0.38826300475340497	0.0	1.2792440003232803	0.04581697431952373
20140000	-1697.5487714753574	-1665.7705046136114	-31.778266861745973	-1665.7705046136114	5.285068068666423	1.0	0.0069065126572618865	0.5593923689539232	0.6666596374480224	0.33334036255198496	-22.282422822968645	0.35055086163834365	0.709063768931011	0.0	0.5316155039144203	0.11669933760163503
20150000	-1704.0253997027874	-1667.4801386398492	-36.54526106293821	-1667.4801386398492	5.880132888968397	1.0	0.009485924803056347	0.5654477653753531	0.6446990784795611	0.35530092152044623	-27.038583040499375	0.39819063270836264	0.021262243772216815	0.0	0.6416795417447295	0.0976334481289753
20160000	-1697.2021858693738	-1662.622167930603	-34.58001793877084	-1662.622167930603	7.795130937740404	1.0	0.0075058140059476265	0.43953556272102623	0.6451170607137503	0.3548829392862571	-25.32523546418858	0.49687173555073383	0.23666316860324504	0.0	0.5461357262138844	0.11046883471586441
20170000	-1695.2491337636582	-1662.7069334058565	-32.54220035780164	-1662.7069334058565	6.242442586993489	1.0	0.002328030041835545	0.34297821416041774	0.6641891966602382	0.3358108033397691	-23.532722733632685	0.49254886736503356	0.6028075925092032	0.0	0.6106244113894576	0.13767742359254415
20180000	-1705.3293082564887	-1665.3609817778408	-39.96832647864782	-1665.3609817778408	9.430474897478383	1.0	0.006495818847101208	0.46181439669046115	0.6435017592457397	0.35649824075425873	-30.66434390131026	0.3311685602918548	0.5272069541212663	0.0	0.7491986416186598	0.08409807410740462
20190000	-1705.7329924796043	-1668.4641490200438	-37.2688434595604	-1668.4641490200438	6.58729526021301	1.0	0.11451372759827376	0.41012158766263196	0.6399124633878852	0.36008753661211945	-28.08280409368482	0.5406858016327677	0.4634709409993909	0.0	0.8667798677511642	0.08644063417075007
20200000	-1706.0783270489308	-1667.4152398913905	-38.66308715754039	-1667.4152398913905	9.59323278933079	1.0	0.03568952401224767	0.39643268883302923	0.6447816107902892	0.3552183892097093	-29.510666718855617	0.3823098351413759	0.45045945613620625	0.0	0.6404254371507853	0.09085145541093774
20210000	-1696.5211900672284	-1668.3307146153504	-28.1904754518781	-1668.3307146153504	4.250151336198917	1.0	0.1709566034958368	0.4433364213966604	0.6379150372788628	0.3620849627211418	-18.927133136912076	0.5649363820365568	0.7435210496592213	0.0	0.5005302922203652	0.14029551417287284
20220000	-1693.2403759262397	-1663.9172924330203	-29.323083493219332	-1663.9172924330203	4.828803121898447	1.0	0.04602902142963052	0.6087804226351808	0.6334287095061861	0.36657129049381865	-19.741924465012282	0.2725105376276317	0.7997299602885877	0.0	0.5675139884145721	0.13286044681079145
20230000	-1703.9432880100615	-1666.6301513064916	-37.3131367035698	-1666.6301513064916	7.011583501447127	1.0	0.04472681684564269	0.48599357030939905	0.6714942806307411	0.3285057193692602	-27.958255502591243	0.3620260897209032	0.5293628340535887	0.0	0.7143004354815234	0.0901881031800561
20240000	-1699.5162651814312	-1664.4211095117885	-35.09515566964283	-1664.4211095117885	7.73167570571031	1.0	0.021066673963696894	0.3468743984965591	0.679151828771737	0.3208481712282644	-26.074557397229167	0.281125490888278	0.7090620929258854	0.0	0.6014466274269477	0.08370463006444703
20250000	-1698.9627777666938	-1665.217416802853	-33.74536096384076	-1665.217416802853	6.253207949865269	1.0	0.021066673963696894	0.35192632153702147	0.6697371242576118	0.3302628757423896	-24.710521364156577	0.468537283360417	0.3339456163749053	0.0	0.5425855308834561	0.11155731979934093
20260000	-1704.0728697757534	-1663.801429294262	-40.271440481491254	-1663.801429294262	8.8702936663353	1.0	0.021066673963696894	0.32368341817875373	0.6736378748862027	0.3263621251137988	-31.318898282981152	0.3763653012355349	0.6804581010295679	0.0	0.655846249948763	0.08879802211652031
20270000	-1704.190052572311	-1667.6826264405195	-36.50742613179158	-1667.6826264405195	6.545912847648334	1.0	0.006487197889879575	0.3752337611960229	0.6520495128017869	0.3479504871982147	-27.409334800819245	0.2998474816118983	0.4472702920232712	0.0	0.8020389798673326	0.08943180687283718
20280000	-1697.6011490475985	-1667.6351154607426	-29.966033586855993	-1667.6351154607426	5.432965927895753	1.0	0.035653232968905935	0.3560039721608202	0.6532410854315104	0.3467589145684912	-20.919842175871718	0.2348409222700393	0.8833056119834881	0.0	0.5640462404429033	0.14343138907411282
20290000	-1710.2020841761691	-1671.6982619487626	-38.5038222274065	-1671.6982619487626	8.587920659801217	1.0	0.012092388413871327	0.3484316703819264	0.6423509775426551	0.3576490224573465	-29.478812804671954	0.2830735182677051	0.610140597810495	0.0	0.6425698507389825	0.09731915887958353
20300000	-1708.5926553488155	-1668.1166433402889	-40.47601200852669	-1668.1166433402889	9.090331341939912	1.0	0.06405537860537334	0.43202490981359476	0.6357308103824789	0.3642691896175227	-31.238354212116867	0.4402267486436987	0.12360483860528108	0.0	1.185145166130749	0.07739296105320241
20310000	-1702.3969714233785	-1665.1508524740796	-37.24611894929892	-1665.1508524740796	8.725988743860484	1.0	0.023875937830295298	0.3447793766688173	0.6439587454286695	0.3560412545713321	-28.231485303653983	0.2768489305464132	0.36258957214649895	0.0	0.6673232881433316	0.10483219503098219
20320000	-1700.2739659004792	-1666.3387150013014	-33.935250899177845	-1666.3387150013014	6.877029191018493	1.0	0.018277949895599596	0.539162577386678	0.6669254273181833	0.3330745726818183	-24.47642212621722	0.13452496192955463	0.807506250783659	0.0	0.686393092596833	0.11240626126081107
20330000	-1707.1801610392092	-1666.045580544146	-41.1345804950632	-1666.045580544146	11.1422531328235	1.0	0.005863666933573724	0.3378199109074819	0.667318989334132	0.3326810106658695	-32.140014986073744	0.08371855602039453	0.9094346912266386	0.0	0.6909822679687881	0.07496787659788187
20340000	-1707.3349744291318	-1662.364153016276	-44.970821412855656	-1662.364153016276	12.520933344181724	1.0	0.009125670508769492	0.3193649453677122	0.6914608707331199	0.30853912926688165	-36.03147094433294	0.1841017791556614	0.7584002944399213	0.0	0.7963158382717624	0.06282521449198052
20350000	-1713.4385901197052	-1669.6055306765045	-43.833059443200646	-1669.6055306765045	15.241092114780802	1.0	0.028874323904034837	0.3076478872512422	0.6531003855942532	0.34689961440574846	-34.93039032432905	0.0661874096843081	0.9081201663660508	0.0	1.1873859253569743	0.07155733389354534
20360000	-1707.4147623639894	-1668.2473795254282	-39.16738283856136	-1668.2473795254282	8.540598890383347	1.0	0.028409151298182445	0.3076478872512422	0.6690152921008478	0.3309847078991539	-30.264713719689766	0.4164576423809516	0.2110328706637378	0.0	0.6798272390038553	0.08534660768550086
20370000	-1696.2324826808115	-1663.912043376497	-32.320439304314576	-1663.912043376497	6.097335765802214	1.0	0.04337098570305422	0.37314731516685684	0.6453906174017602	0.3546093825982416	-23.227853729071512	0.5154162188553026	0.4183028449994397	0.0	0.6679702095301039	0.12783622408694503
20380000	-1691.0376859519033	-1660.8082422192845	-30.229443732618954	-1660.8082422192845	5.685384783150226	1.0	0.005433079921620132	0.49264041779850215	0.6506928790485392	0.34930712095146244	-20.86099291554481	0.4637674883771226	0.7773354217567687	0.0	0.5051209691132623	0.14508344163167777
20390000	-1695.114953962135	-1663.670872064536	-31.444081897598917	-1663.670872064536	4.963849284242259	1.0	0.034690369554227496	0.39851061662950227	0.6395554734560189	0.3604445265439828	-22.286487183898466	0.5802523442152389	0.41454535573718754	0.0	0.5525333517472205	0.11664452967484984
20400000	-1700.4051533529523	-1665.6002449850682	-34.804908367884046	-1665.6002449850682	7.123900189888078	1.0	0.033559150851618855	0.39851061662950227	0.6597355457839783	0.34026445421602336	-25.6473136541836	0.5223644656079467	0.5796009464528368	0.0	0.5504020564016738	0.11401064155355685
20410000	-1710.6206152504212	-1668.2575382010007	-42.36307704942059	-1668.2575382010007	11.641278393799048	1.0	0.013028442195124924	0.629309918507021	0.6438546661904216	0.35614533380958	-32.74835717891546	0.34861500442833676	0.558876156069089	0.0	0.9364246816312921	0.0715832614110874
20420000	-1701.937827822963	-1660.8834102135816	-41.0544176093815	-1660.8834102135816	8.902596623551613	1.0	0.029115030167814335	0.5692938181309352	0.6438546661904216	0.35614533380958	-31.54091516459831	0.24290612589413976	0.6075517650556768	0.0	0.7718904052301359	0.06386364849196925
20430000	-1695.704563937703	-1663.5863510377244	-32.11821289997854	-1663.5863510377244	6.692579668675132	1.0	0.024908767535586282	0.5489027002108907	0.6392944758678152	0.36070552413218643	-22.641401275193026	0.4339597331400437	0.5559820228870447	0.0	0.5320678645852065	0.12163510669704782
20440000	-1693.269542567465	-1659.966199757358	-33.30334281010695	-1659.966199757358	6.983605089233555	1.0	0.014902145736990367	0.27593453476968977	0.6777311049184488	0.32226889508155293	-24.50719767449636	0.4037421165639495	0.7032390449306276	0.0	0.5289872119987868	0.12619734046856038
20450000	-1713.8438100397332	-1665.4684584997067	-48.37535154002647	-1665.4684584997067	14.348956241707947	1.0	0.03241783693502127	0.5840003948455922	0.6722734238394495	0.3277265761605488	-38.83614870490458	0.19024167866626968	0.3927694914908644	0.0	1.178338135516845	0.04281362571496422
20460000	-1707.2909428332052	-1673.9292285006386	-33.36171433256672	-1673.9292285006386	4.718183761945797	1.0	0.016596097501381583	0.43771322626417547	0.6086398333247605	0.3913601666752412	-24.111061026971644	0.2527516773582629	0.7729022798647756	0.0	0.7454875955789828	0.11279964039277715
20470000	-1703.7746940171644	-1661.9896457609682	-41.785048256196276	-1661.9896457609682	10.725509269993918	1.0	0.025984266316216326	0.4089901861245068	0.6507609801639584	0.3492390198360432	-32.601746415031435	0.3462485706686467	0.43884396183382635	0.0	1.0159440276481007	0.07320302708680831
20480000	-1704.3582430499762	-1669.5829146270141	-34.77532842296196	-1669.5829146270141	7.599421810612313	1.0	0.015414200923820308	0.3662281866248639	0.6505711511164232	0.34942884888357856	-25.7012156147875	0.11160816093132765	0.8703367492271012	0.0	0.7381837170215798	0.11051771851898085
20490000	-1701.6329664129175	-1665.5985053957002	-36.03446101721738	-1665.5985053957002	7.274778096525811	1.0	0.004510150523022902	0.3071092131341061	0.6742558297530379	0.3257441702469638	-27.133510620191643	0.46836299929148467	0.06689468718081161	0.0	0.6333202069057075	0.11088166843101734
20500000	-1698.582701719422	-1663.063430483531	-35.519271235891	-1663.063430483531	7.885606301369321	1.0	0.05347344275717252	0.4846826671729835	0.6540698015876651	0.3459301984123395	-26.16708708633366	0.3687980575808935	0.5644276411817324	0.0	0.5877608186276904	0.09517434092180571
20510000	-1707.8578354082142	-1667.3924402925902	-40.46539511562401	-1667.3924402925902	8.76717332169168	1.0	0.11499181011714552	0.5398279968770867	0.631989746937075	0.36801025306292967	-31.00532805999463	0.42149460244631937	0.16406364433126075	0.0	0.8559528299848447	0.06792520937169322
20520000	-1700.942124712301	-1665.221555823189	-35.720568889111945	-1665.221555823189	7.192435548711688	1.0	0.03378044349052485	0.3004656558115107	0.6673749408631171	0.3326250591368875	-26.84105931944628	0.2880412910715568	0.6354013689572694	0.0	0.5445041168696733	0.10231884694523825
20530000	-1700.7911254752828	-1667.436628681718	-33.35449679356465	-1667.436628681718	5.6526294384304645	1.0	0.02843796546137268	0.40439230951358246	0.6794824749327361	0.32051752506726855	-24.182395146522826	0.6186888016723009	0.13631932991727727	0.0	0.6529326595503853	0.11594128656093651
20540000	-1698.3941302337823	-1667.000524827386	-31.393605406396347	-1667.000524827386	5.095346474485591	1.0	0.06932325215823439	0.6291470424389103	0.6655211649320859	0.33447883506791876	-21.779147731416018	0.44269801814497944	0.7577365258993437	0.0	0.5963154288739945	0.12217478024515921
20550000	-1695.3728475491253	-1663.3686052055075	-32.004242343617875	-1663.3686052055075	5.905575015175367	1.0	0.0011412497923318989	0.43401535340846725	0.6857512780775865	0.3142487219224182	-22.762018674134204	0.4906467592703993	0.30994505532383526	0.0	0.5683095297957104	0.13443210427103477
20560000	-1702.8087542925648	-1666.8705200771967	-35.93823421536807	-1666.8705200771967	6.830119772096933	1.0	0.0035681922515048564	0.5248514041606875	0.6755941322236533	0.3244058677763514	-26.506393431608778	0.34901361304506867	0.5223430586857403	0.0	0.6524016626897138	0.10494368729175668
20570000	-1697.5514079217235	-1662.6347951899459	-34.91661273177753	-1662.6347951899459	6.843194061284899	1.0	0.008169817822761608	0.3815853595726283	0.6415519782832803	0.35844802171672446	-25.80194013187832	0.45816299737677335	0.4346595244823135	0.0	0.6920874308338967	0.10852504447895742
20580000	-1695.0698838745327	-1664.2102709879236	-30.859612886609007	-1664.2102709879236	5.606578347402765	1.0	0.018659175825679195	0.3985812629376129	0.6658402363307744	0.3341597636692302	-21.70184271114662	0.12019566305474803	0.8799858448917524	0.0	0.5540213520354751	0.1382418904333885
20590000	-1699.8646517640075	-1664.5214118553047	-35.34323990870272	-1664.5214118553047	7.3700316012576295	1.0	0.0033105062752362253	0.3602790421573558	0.6403648061663421	0.3596351938336625	-26.285280878945933	0.19104399172381314	0.8141496950838903	0.0	0.5812122074433601	0.11191872491169075
20600000	-1699.486829523476	-1668.339529946211	-31.14729957726496	-1668.339529946211	5.385915197949766	1.0	0.0974280884854571	0.4061235724033961	0.6719673813543361	0.3280326186456684	-21.97096639549741	0.5114117937149224	0.35464768720965756	0.0	0.5262628836518048	0.13092940933377512
20610000	-1695.8049007996813	-1664.1855026300702	-31.619398169611003	-1664.1855026300702	9.97479398235587	1.0	0.0286305748067354	0.27682946163491157	0.6515996219624213	0.34840037803758317	-22.820087431906206	0.07261358269244374	0.9498188930062202	0.0	0.5654582190026458	0.12839483341117244
20620000	-1692.922501078265	-1661.1645320619236	-31.757969016341413	-1661.1645320619236	7.434473214625188	1.0	0.012232998507445051	0.34285569215542044	0.6503738603704864	0.3496261396295179	-22.748843073219838	0.0343925916674321	0.9551110506977337	0.0	0.5550227630500116	0.13866298344278694
20630000	-1702.5696657568287	-1665.1387979842468	-37.430867772581976	-1665.1387979842468	8.624407761304829	1.0	0.02005364216642754	0.4096033113226872	0.64292379677169	0.35707620322831435	-28.24608152172147	0.4589473248820977	0.5881406530473746	0.0	0.7603148959969218	0.08805766179337249
20640000	-1717.5492935934842	-1667.4061705342858	-50.143123059198345	-1667.4061705342858	14.013618161714225	1.0	0.007253914590175957	0.5707348971942263	0.6575719784146885	0.3424280215853096	-40.627074767287866	0.23019031128842082	0.20049507457314	0.0	1.477534579682201	0.042194109339244494
20650000	-1721.8116412062277	-1672.889181600803	-48.92245960542448	-1672.889181600803	12.133870525172894	1.0	0.05244585296022787	0.5304867130107422	0.6550884311447402	0.3449115688552643	-39.47990954847397	0.20979522162527878	0.6461528758603708	0.0	1.412841798637789	0.04746748719461834
20660000	-1704.6855601677987	-1665.1893717209614	-39.49618844683738	-1665.1893717209614	10.522489706554474	1.0	0.0031065631281727156	0.32008400186946157	0.6817870556465515	0.31821294435345027	-30.55462953317205	0.3905618004836641	0.5489921847106571	0.0	0.7862134644238072	0.09226139923433052
20670000	-1701.9972261808837	-1665.9820290686764	-36.01519711220733	-1665.9820290686764	5.8715256469857	1.0	0.04672965278959429	0.6302382923386238	0.646436887317288	0.3535631126827191	-26.39898397312929	0.29071752793332983	0.5656579475282815	0.0	0.7020720511204642	0.08826763015979307
20680000	-1700.1801337690722	-1666.4863986329774	-33.69373513609487	-1666.4863986329774	6.169260166513571	1.0	0.031351435718868045	0.3595843870916653	0.6477968719860332	0.35220312801397385	-24.637679037722847	0.6405407512862182	0.158949649838114	0.0	0.6331213686777567	0.13017290402787415
20690000	-1709.5167210124735	-1662.9703373042378	-46.54638370823564	-1662.9703373042378	11.609771316814467	1.0	0.014529896587985843	0.3510492108360863	0.6514462886751711	0.348553711324836	-37.5140024728233	0.5024529424553125	0.2840316132411282	0.0	1.0457120159541988	0.06551433656878071
20700000	-1705.589873956143	-1661.1945941093884	-44.39527984675465	-1661.1945941093884	11.99580960006308	1.0	0.009453339194842423	0.39653509834004136	0.6674328977349242	0.33256710226507397	-35.242603787587306	0.30561858399533826	0.17338915231441837	0.0	0.9729224331954565	0.06117923718624707
