#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:tree" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:tree" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.kd-lngs_pruned_filtered" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:tree" name="distribution" x="@BDBirthRate.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:tree" name="distribution" x="@BDDeathRate.t:tree">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="bcov_alpha_prior.s:kd-lngs_pruned_filtered" name="distribution">
#            <parameter id="bcov_alpha.s:kd-lngs_pruned_filtered" lower="1.0E-4" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="bcov_s_prior.s:kd-lngs_pruned_filtered" name="distribution">
#            <parameter id="bcov_s.s:kd-lngs_pruned_filtered" lower="1.0E-4" name="x" spec="beast.core.parameter.RealParameter" upper="10.0">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter" upper="0.0">0.05</parameter>
#                <parameter id="RealParameter.1" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter" upper="0.0">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="10.0">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="Li.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Li" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="HlaiBaisha" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="HlaiQiandui" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="HlaiXifang" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="HlaiZhongsha" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.26" lower="0.5" name="distr" upper="1.5"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.kd-lg-elaged-filtered" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@kd-lngs_pruned_filtered" excludeto="1" filter="-" id="orgdata.kd-lngs_pruned_filtered" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="SiteModel.s:kd-lngs_pruned_filtered" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:kd-lngs_pruned_filtered" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:kd-lngs_pruned_filtered" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:kd-lngs_pruned_filtered" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel alpha="@bcov_alpha.s:kd-lngs_pruned_filtered" id="covarion" spec="beast.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:kd-lngs_pruned_filtered">
#                    <parameter dimension="2" id="frequencies.s:kd-lngs_pruned_filtered" lower="0.0" name="vfrequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5 0.5</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:kd-lngs_pruned_filtered" lower="0.0" name="hfrequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@kd-lngs_pruned_filtered" estimate="false" id="dummyfrequencies.s:kd-lngs_pruned_filtered" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood.kd-lngs_pruned_filtered	TreeHeight.t:tree	mutationRate.s:kd-lngs_pruned_filtered	bcov_alpha.s:kd-lngs_pruned_filtered	bcov_s.s:kd-lngs_pruned_filtered	frequencies.s:kd-lngs_pruned_filtered.1	frequencies.s:kd-lngs_pruned_filtered.2	BirthDeath.t:tree	BDBirthRate.t:tree	BDDeathRate.t:tree	logP(mrca(Li))	mrca.age(Li)	clockRate.c:clock
19	-2307.0960986692894	-2340.1756154041877	-2307.096098669289	-33.07951673489887	NaN	3.0627304694542556	1.0	0.7229279120421587	2.1622027896650846	0.4568623776456193	0.5431376223543809	-22.138961584779228	0.5505532958928752	0.07065945086269243	0.0	1.012839705922961	0.0860384313140198
20	-2299.7243266303294	-2331.807158817213	-2299.72432663033	-32.082832186883245	NaN	2.3441232761298783	1.0	0.5902440905020955	4.756994935230454	0.49789885459826605	0.5021011454017337	-20.13373361356286	0.6349705831404695	0.47294026106302667	0.0	0.8930254200717584	0.10841494119712076
21	-2287.1118140725675	-2319.528691394032	-2287.1118140725675	-32.41687732146473	NaN	2.6306813094283323	1.0	0.9783807894172125	4.529460569224014	0.43602144046338226	0.5639785595366176	-20.537094819734	1.31948903436747	0.1172395674011745	0.0	0.5351510176510375	0.24946564481484265
22	-2284.0855358481044	-2311.778682452297	-2284.085535848104	-27.693146604192684	NaN	2.607178064256246	1.0	0.5580990711425482	0.5437157247869562	0.43044013565604916	0.5695598643439505	-18.225873593798976	0.832779081828833	0.11232744634382438	0.0	0.5536331905680223	0.20623613706831492
23	-2280.7006175568895	-2294.599329889531	-2280.70061755689	-13.898712332641225	NaN	0.9195511695121449	1.0	0.8869513757261139	0.35699007500744023	0.4603000830423785	0.539699916957621	-4.849794524211045	1.2308221023550254	0.6168242358011415	0.0	0.6691075061181023	0.2790547095566982
24	-2270.1520482712726	-2316.1830767275815	-2270.1520482712726	-46.03102845630897	NaN	10.440566588641282	1.0	0.5145710712962294	2.154642050444301	0.4600962983244634	0.5399037016755366	-35.09455713909756	0.2058988723221098	0.6067671173733015	0.0	0.6598386722041951	0.09467343553971297
25	-2242.809782584442	-2263.77100462281	-2242.809782584441	-20.961222038368714	NaN	1.6748721018546207	1.0	0.8153765928839497	0.9105408469777977	0.4463198709213559	0.5536801290786434	-10.96743491173478	0.6397223172639617	0.6849568449279251	0.0	0.6201853257235637	0.2360808027116424
26	-2239.188497367624	-2262.388198747927	-2239.188497367624	-23.199701380302844	NaN	1.17617893035909	1.0	0.781547959268037	0.8316734234044914	0.4671655026750196	0.53283449732498	-13.29986996668422	2.9612330306860852	0.03840653408283067	0.0	1.020343986792037	0.3621640954696573
27	-2214.225993580562	-2251.1893136616945	-2214.2259935805605	-36.963320081134114	NaN	6.048433894067385	1.0	0.4625954776508643	2.218997243676062	0.4613206825123794	0.5386793174876195	-25.992453990370276	0.214540778865767	0.8131376761428772	0.0	0.9809024080387774	0.10488024893570662
28	-2200.0071209958774	-2213.4565272498053	-2200.0071209958774	-13.44940625392802	NaN	0.9756777238526603	1.0	0.10654384599959721	1.429053165599414	0.48460010193305236	0.515399898066947	-2.9755757048213862	1.5803527031860034	0.2682042190093565	0.0	0.5615570757913072	0.21226302991570084
29	-2168.865095319196	-2194.890568509075	-2168.8650953191964	-26.02547318987851	NaN	1.7496150939149429	1.0	0.1697047985880387	2.822340417927761	0.4629114021307965	0.5370885978692029	-14.765787261031718	0.9012758085624135	0.37799813738866456	0.0	0.5256666606945224	0.09016679588194944
30	-2159.658733197491	-2179.0896648047383	-2159.6587331974906	-19.43093160724747	NaN	1.0427958603314327	1.0	0.799326085911937	2.3518347054485655	0.41463438004490627	0.5853656199550934	-8.39154844021153	1.8824170008786003	0.2708364978524232	0.0	0.5551549945469624	0.18739001950767106
31	-2157.3778644593835	-2178.9807292209744	-2157.3778644593835	-21.60286476159058	NaN	0.9524642657148188	1.0	0.2405309251569191	9.238692884700281	0.4450644796002638	0.5549355203997356	-8.57500134613256	1.6676039074590818	0.004560791126557053	0.0	0.5003080840281282	0.183055572737999
32	-2146.4342154456263	-2159.6810016176214	-2146.434215445626	-13.246786171995552	NaN	1.0288154913775196	1.0	0.14619640644669354	9.646061084275289	0.4755830521831833	0.5244169478168158	-0.1371941573675146	2.127860217552462	0.20913240625546503	0.0	0.5954853709145886	0.4041699050459521
33	-2132.4993280260337	-2155.0912492609054	-2132.4993280260333	-22.59192123487209	NaN	1.6962005475388982	1.0	0.2057283780044725	4.733840509787624	0.531061090735673	0.4689389092643258	-10.64977347006337	1.3327891191987091	0.14858843852223214	0.0	0.5469340067837589	0.19984049790887437
34	-2125.5224311026145	-2145.808267516801	-2125.5224311026145	-20.285836414186857	NaN	1.3534493312424205	1.0	0.12902352238796708	2.2875105767131347	0.532907768081633	0.4670922319183662	-9.279230687068223	1.9126989063664237	0.004931099717586724	0.0	0.5458718279289481	0.27786610626280567
35	-2125.132590108824	-2158.808034002392	-2125.132590108824	-33.67544389356831	NaN	2.4712330003192595	1.0	0.12824570141762082	3.66372043594605	0.4618011443856865	0.5381988556143125	-22.083752928805715	0.6324893440539067	0.04280496209931197	0.0	0.5616354193804813	0.12862429962797334
36	-2113.9516034505314	-2140.6567685897326	-2113.951603450531	-26.70516513920159	NaN	1.6310343081673633	1.0	0.34162938787154273	5.652866952265426	0.45996955067486744	0.5400304493251314	-14.502560009732099	1.1471705529306722	0.047046802463033444	0.0	0.6133782345208534	0.23436200382730119
37	-2095.2617848770756	-2132.541643601411	-2095.2617848770738	-37.27985872433717	NaN	3.9515350733663546	1.0	0.4607075493475916	5.716205252312975	0.45753664207375017	0.5424633579262484	-25.060334555007373	0.4333196191889423	0.6302155909346984	0.0	0.5783692865575922	0.0799740915613979
38	-2078.84036597382	-2101.406053307258	-2078.84036597382	-22.565687333437815	NaN	1.745452834729489	1.0	0.1192829510461722	0.2110739843585708	0.5458664612895961	0.45413353871040274	-14.030585442002973	1.7216388047860067	0.27286984139978115	0.0	0.9808684527979679	0.5039551716223251
39	-2064.535370767293	-2081.8448779381674	-2064.5353707672925	-17.309507170874873	NaN	1.2403753252262564	1.0	0.4138446901579534	4.7652955529549645	0.4599919013467053	0.540008098653293	-5.357922297958712	1.324260911990014	0.26891814670652514	0.0	0.7180427268044812	0.3922432643695475
40	-2055.3844094984834	-2066.013768246502	-2055.384409498483	-10.629358748019134	NaN	1.119503020843931	1.0	0.4601953101821599	0.1041466758891954	0.5744549816165214	0.42554501838347747	-2.776037622683776	3.0567898804357494	0.08770824271386694	0.0	0.5303878595046412	0.4084596306870328
41	-2043.1780599460365	-2082.9892281075117	-2043.1780599460362	-39.811168161475656	NaN	3.960583899116299	1.0	0.8651037498512216	7.293856299150745	0.4463773827544584	0.5536226172455403	-27.202338025472827	0.7234539223878685	0.07313806292563756	0.0	0.5436526633062431	0.07196746802192197
42	-2035.1613186218142	-2045.2071094364912	-2035.1613186218142	-10.045790814676959	NaN	0.9720046400528514	1.0	0.2382713648952174	0.04049581746338276	0.5433875249099459	0.45661247509005326	-3.0962062518231517	1.923452710204125	0.12132736120638621	0.0	0.8862482611531167	0.2838542168958036
43	-1983.1666547218801	-2003.0424227085052	-1983.16665472188	-19.875767986625352	NaN	3.2598616239509375	1.0	0.24840522030865955	0.109439299636828	0.5704658302796448	0.4295341697203541	-11.974826285391481	0.3930145550585678	0.7624669854025535	0.0	0.9712192946048739	0.3725464675548726
44	-1976.7260111895898	-2006.5550718792852	-1976.7260111895898	-29.829060689695275	NaN	3.5306716313476527	1.0	0.2353253874746161	0.11015626077791082	0.5650594122186802	0.4349405877813188	-21.92184392919271	0.7307943365098757	0.44893203995606235	0.0	0.5418401280958203	0.27488118404851714
45	-1973.5897026888326	-2002.4980002189911	-1973.5897026888326	-28.908297530158396	NaN	2.5044527928690945	1.0	0.5190933846739594	0.028592068061256182	0.6059184408730812	0.3940815591269176	-22.29056923179965	0.6090758278119579	0.038741453038255755	0.0	0.8897908499747085	0.05946734277760668
46	-1968.5717321660036	-2003.9727069397004	-1968.571732166004	-35.400974773696284	NaN	4.085285087663094	1.0	0.1443104915334663	9.151673400507988	0.42695878889350347	0.5730412111064951	-22.39080378848791	0.6289308576108803	0.2851139631426242	0.0	1.2166759370023534	0.09650766894027035
47	-1967.2725354763174	-1991.6949896970805	-1967.2725354763174	-24.422454220763104	NaN	2.0376741038434982	1.0	0.09764704904935982	1.4883431378096548	0.4318804718199319	0.5681195281800667	-13.904075834765472	1.3407150655082973	0.6006686042273283	0.0	0.6331261182647374	0.2296683185740096
48	-1966.69860648617	-1999.4503897423854	-1966.69860648617	-32.75178325621538	NaN	2.6690986857179557	1.0	0.1009588006751528	1.8102184556724903	0.3950773326528574	0.6049226673471413	-22.015222520814856	0.9902819763274047	0.009916596632098798	0.0	0.7096130679885007	0.09968726305238099
49	-1965.058147180464	-1982.23330702148	-1965.0581471804642	-17.17515984101578	NaN	1.4433954843422803	1.0	0.22825892119625055	0.6323149779745344	0.3900441728861996	0.6099558271137993	-7.555613853344649	1.315552068259591	0.04161833197274641	0.0	0.6138987971325687	0.22425264018043334
50	-1964.0289040332796	-1996.2687116395446	-1964.02890403328	-32.23980760626457	NaN	3.906495920432094	1.0	0.1071287264983335	0.6075117479014402	0.4177425275759401	0.5822574724240586	-22.660757274343652	0.42264351556043345	0.5408295010146085	0.0	1.084889953182477	0.11139975379319574
51	-1962.465530172244	-1988.249113678221	-1962.465530172244	-25.78358350597704	NaN	1.5419509228808832	1.0	0.8965396414470995	5.501782671122564	0.5666660030379842	0.4333339969620141	-13.621822950523928	0.11486884797590881	0.9488788551103908	0.0	0.7151318036866844	0.13598758579822132
52	-1959.247109981144	-1973.2565412383622	-1959.2471099811441	-14.009431257217969	NaN	0.7921307161787703	1.0	0.11155882675759182	1.662291910916372	0.5885297824694712	0.4114702175305271	-3.3686508780623363	1.164299919878705	0.39240329381823763	0.0	0.5081711015065644	0.3440844680806687
53	-1957.4922658776804	-1992.841739674252	-1957.4922658776804	-35.34947379657152	NaN	3.9143691769187097	1.0	0.051526405376178634	1.9263678801619628	0.504626552467139	0.4953734475328595	-24.54221878650683	0.7363682579051622	0.17053649302810261	0.0	0.6909228780461989	0.1347818110646342
54	-1948.5052486989518	-1969.912410000658	-1948.5052486989518	-21.407161301706093	NaN	1.5805493340307541	1.0	0.021635702226761297	4.025444142414338	0.5695918832399172	0.430408116760081	-9.689849664592995	1.463556194629535	0.07696384450739256	0.0	0.6447485412039546	0.30198695303312034
55	-1947.2047712048416	-1979.033923143386	-1947.2047712048416	-31.82915193854435	NaN	2.705768555041201	1.0	0.09382860381337081	1.2944457636889823	0.549129218694937	0.45087078130506136	-21.46276513674973	0.6284176244941376	0.01812176645243421	0.0	1.408430472340244	0.11435894670313694
56	-1940.7315110646978	-1944.7213658443927	-1940.731511064698	-3.9898547796948067	NaN	0.6015812157999921	1.0	0.012940908577085155	1.7798566097583468	0.5882772069293184	0.41172279307067977	6.7276007804710405	4.09556417863356	0.3447547033618687	0.0	0.5385503932896551	0.3767652782864134
57	-1934.4174984566644	-1958.2229150180651	-1934.4174984566644	-23.805416561400836	NaN	1.5909169138611015	1.0	0.08900473007638184	3.4785733268771546	0.5359962101277526	0.4640037898722461	-12.281504360151608	1.6225121203543815	0.2959550804517532	0.0	0.9332364355927968	0.1859575889982877
58	-1928.3137683848909	-1967.5539054389114	-1928.3137683848909	-39.24013705402064	NaN	3.779135084517736	1.0	0.006348033455551763	9.262952790694348	0.5840187096217554	0.415981290378243	-26.20735631024038	1.038654292505637	0.08648692574082259	0.0	0.9310217490402257	0.11062389717167952
59	-1922.698673835672	-1941.397746945344	-1922.6986738356723	-18.69907310967174	NaN	1.2825462213540555	1.0	0.03823739391202142	9.056019260021728	0.6185819541604626	0.3814180458395359	-5.708449283169636	2.3848800673772175	0.1633184977370071	0.0	0.5058434451136447	0.39114137370648616
